Elapsed Time,Pressure,Density,Rate,Stage Number
,,,,
0.017,-1,8.5,0,1
0.033,-1,8.5,0,1
0.067,-1,8.5,0,1
0.083,-1,8.51,0,1
0.1,-1,8.5,0,1
0.117,-1,8.5,0,1
0.133,-1,8.5,0,1
0.15,-1,8.5,0,1
0.167,-1,8.5,0,1
0.183,-1,8.5,0,1
0.2,-1,8.5,0,1
0.217,-1,8.5,0,1
0.233,-1,8.5,0,1
0.25,-1,8.5,0,1
0.267,-1,8.5,0,1
0.283,-1,8.5,0,1
0.3,-1,8.5,0,1
0.317,-1,8.5,0,1
0.333,-1,8.5,0,1
0.35,-1,8.5,0,1
0.367,-1,8.5,0,1
0.383,-1,8.5,0,1
0.4,-1,8.49,0,1
0.417,-1,8.49,0,1
0.433,-1,8.5,0,1
0.45,-1,8.5,0,1
0.467,-1,8.5,0,1
0.483,-1,8.5,0,1
0.5,-1,8.5,0,1
0.517,-1,8.5,0,1
0.533,-1,8.5,0,1
0.55,-1,8.5,0,1
0.567,-1,8.5,0,1
0.583,-1,8.5,0,1
0.6,-1,8.5,0,1
0.617,-1,8.49,0,1
0.633,-1,8.5,0,1
0.65,-1,8.5,0,1
0.667,-1,8.5,0,1
0.683,-1,8.5,0,1
0.7,-1,8.5,0,1
0.717,-1,8.5,0,1
0.733,-1,8.5,0,1
0.75,-1,8.5,0,1
0.767,-1,8.5,0,1
0.783,-1,8.5,1.2,1
0.8,-1,8.5,1.2,1
0.817,-1,8.5,1.2,1
0.833,-1,8.5,1.2,1
0.85,-1,8.5,1.2,1
0.867,-1,8.5,1.2,1
0.883,-1,8.5,1.2,1
0.9,-1,8.5,1.2,1
0.917,-1,8.5,1.2,1
0.933,-1,8.5,1.2,1
0.95,-1,8.5,1.2,1
0.967,-1,8.5,1.2,1
0.983,-1,8.5,1.2,1
1,-1,8.5,1.2,1
1.017,-1,8.5,1.2,1
1.033,-1,8.49,1.2,1
1.05,-1,8.49,1.2,1
1.067,-1,8.49,1.2,1
1.083,-1,8.49,1.2,1
1.1,-1,8.49,1.2,1
1.117,-1,8.5,1.2,1
1.133,-1,8.5,1.2,1
1.15,-1,8.5,1.2,1
1.167,-1,8.5,1.2,1
1.183,-1,8.5,1.2,1
1.2,-1,8.5,1.2,1
1.217,-1,8.5,1.2,1
1.233,-1,8.5,1.2,1
1.25,-1,8.5,1.2,1
1.267,-1,8.5,1.2,1
1.283,-1,8.5,1.2,1
1.3,-1,8.5,1.2,1
1.317,-1,8.5,1.2,1
1.333,-1,8.5,1.2,1
1.35,-1,8.5,1.2,1
1.367,-1,8.5,1.2,1
1.383,-1,8.5,1.2,1
1.4,-1,8.5,1.1,1
1.417,-1,8.5,1.1,1
1.433,-1,8.49,1.1,1
1.45,-1,8.5,1.1,1
1.467,-1,8.5,1.1,1
1.483,-1,8.5,1.3,1
1.5,-1,8.5,1.3,1
1.517,-1,8.5,1.3,1
1.533,-1,8.51,1.5,1
1.55,-1,8.51,1.5,1
1.567,-1,8.51,1.4,1
1.583,-1,8.52,1.4,1
1.6,-1,8.52,1.4,1
1.617,-1,8.52,1.3,1
1.633,-1,8.52,1.3,1
1.65,-1,8.51,1.3,1
1.667,-1,8.51,1.3,1
1.683,-1,8.51,1.3,1
1.7,-1,8.51,1.3,1
1.717,-1,8.51,1.3,1
1.733,0,8.51,1.2,1
1.75,0,8.51,1.2,1
1.767,16,8.5,1.2,1
1.783,16,8.5,1.2,1
1.8,16,8.5,1.2,1
1.817,39,8.5,1.2,1
1.833,39,8.5,1.2,1
1.85,78,8.5,1.4,1
1.867,78,8.5,1.4,1
1.883,78,8.5,1.4,1
1.9,146,8.5,1.5,1
1.917,146,8.5,1.5,1
1.933,230,8.5,1.5,1
1.95,230,8.5,1.5,1
1.967,302,8.5,1.5,1
1.983,302,8.5,1.5,1
2,302,8.5,1.5,1
2.017,349,8.5,1.4,1
2.033,349,8.5,1.4,1
2.05,369,8.5,1.4,1
2.067,369,8.5,1.4,1
2.083,369,8.5,1.4,1
2.1,362,8.5,1.4,1
2.117,362,8.5,1.4,1
2.133,343,8.5,1.5,1
2.15,343,8.5,1.5,1
2.167,343,8.5,1.5,1
2.183,324,8.5,1.5,1
2.2,324,8.5,1.5,1
2.217,307,8.5,1.5,1
2.233,307,8.5,1.5,1
2.25,307,8.5,1.5,1
2.267,293,8.5,1.5,1
2.283,293,8.5,1.5,1
2.3,279,8.5,1.5,1
2.317,279,8.5,1.5,1
2.333,250,8.5,1.5,1
2.35,250,8.5,1.5,1
2.367,250,8.5,1.5,1
2.383,221,8.5,1.5,1
2.4,221,8.5,1.5,1
2.417,200,8.5,1.5,1
2.433,200,8.5,1.5,1
2.45,190,8.5,1.6,1
2.467,190,8.5,1.6,1
2.483,190,8.5,1.6,1
2.5,206,8.5,1.9,1
2.517,206,8.5,1.9,1
2.533,242,8.5,2.3,1
2.55,242,8.5,2.3,1
2.567,242,8.5,2.3,1
2.583,264,8.5,2.4,1
2.6,264,8.5,2.4,1
2.617,271,8.5,2.4,1
2.633,271,8.5,2.4,1
2.65,271,8.5,2.4,1
2.667,273,8.5,2.4,1
2.683,273,8.5,2.4,1
2.7,274,8.5,2.4,1
2.717,274,8.5,2.4,1
2.733,274,8.5,2.4,1
2.75,274,8.5,2.4,1
2.767,274,8.5,2.4,1
2.783,267,8.5,2.4,1
2.8,267,8.5,2.4,1
2.817,258,8.5,2.4,1
2.833,258,8.5,2.4,1
2.85,258,8.5,2.4,1
2.867,250,8.5,2.4,1
2.883,250,8.5,2.4,1
2.9,246,8.5,2.4,1
2.917,246,8.5,2.4,1
2.933,246,8.5,2.4,1
2.95,244,8.5,2.4,1
2.967,244,8.5,2.4,1
2.983,244,8.5,2.4,1
3,244,8.5,2.4,1
3.017,244,8.5,2.4,1
3.033,245,8.5,2.4,1
3.05,245,8.5,2.4,1
3.067,244,8.5,2.4,1
3.083,244,8.5,2.4,1
3.1,244,8.5,2.4,1
3.117,244,8.5,2.4,1
3.133,244,8.5,2.4,1
3.15,244,8.5,2.4,1
3.167,244,8.5,2.4,1
3.183,242,8.5,2.4,1
3.2,242,8.5,2.4,1
3.217,242,8.5,2.4,1
3.233,242,8.5,2.4,1
3.25,242,8.5,2.4,1
3.267,242,8.5,2.4,1
3.283,242,8.5,2.4,1
3.3,242,8.5,2.4,1
3.317,241,8.5,2.4,1
3.333,241,8.5,2.4,1
3.35,236,8.5,2.3,1
3.367,236,8.5,2.3,1
3.383,236,8.5,2.3,1
3.4,193,8.5,1.4,1
3.417,193,8.5,1.4,1
3.433,114,8.5,0.3,1
3.45,114,8.5,0.3,1
3.467,63,8.5,0,1
3.483,63,8.5,0,1
3.5,63,8.5,0,1
3.517,41,8.5,0,1
3.533,41,8.5,0,1
3.55,29,8.5,0,1
3.567,29,8.5,0,1
3.583,29,8.5,0,1
3.6,24,8.5,0,1
3.617,24,8.5,0,1
3.633,20,8.5,0,1
3.65,20,8.5,0,1
3.667,20,8.5,0,1
3.683,17,8.5,0,1
3.7,17,8.5,0,1
3.717,17,8.5,0,1
3.733,17,8.5,0,1
3.75,16,8.5,0,1
3.767,16,8.5,0,1
3.783,16,8.5,0,1
3.8,16,8.5,0,1
3.817,16,8.5,0,1
3.833,16,8.5,0,1
3.85,16,8.5,0,1
3.867,16,8.5,0,1
3.883,16,8.5,0,1
3.9,16,8.5,0,1
3.917,16,8.5,0,1
3.933,16,8.5,0,1
3.95,16,8.5,0,1
3.967,16,8.5,0,1
3.983,16,8.5,0,1
4,16,8.5,0,1
4.017,16,8.5,0,1
4.033,16,8.5,0,1
4.05,16,8.5,0,1
4.067,16,8.5,0,1
4.083,15,8.5,0,1
4.1,15,8.5,0,1
4.117,15,8.5,0,1
4.133,15,8.5,0,1
4.15,15,8.5,0,1
4.167,16,8.5,0,1
4.183,16,8.5,0,1
4.2,16,8.5,0,1
4.217,16,8.5,0,1
4.233,16,8.5,0,1
4.25,16,8.5,0,1
4.267,16,8.5,0,1
4.283,15,8.5,0,1
4.3,15,8.5,0,1
4.317,15,8.5,0,1
4.333,15,8.5,0,1
4.35,15,8.5,0,1
4.367,15,8.5,0,1
4.383,15,8.5,0,1
4.4,15,8.5,0,1
4.417,15,8.5,0,1
4.433,15,8.5,0,1
4.45,15,8.5,0,1
4.467,15,8.5,0,1
4.483,16,8.5,0,1
4.5,16,8.5,0,1
4.517,16,8.5,0,1
4.533,15,8.5,0,1
4.55,15,8.5,0,1
4.567,14,8.5,0,1
4.583,14,8.5,0,1
4.6,15,8.5,0,1
4.617,15,8.5,0,1
4.633,15,8.5,0,1
4.65,15,8.5,0,1
4.667,15,8.5,0,1
4.683,15,8.5,0,1
4.7,15,8.5,0,1
4.717,15,8.5,0,1
4.733,14,8.5,0,1
4.75,14,8.5,0,1
4.767,14,8.5,0,1
4.783,14,8.5,0,1
4.8,14,8.5,0,1
4.817,14,8.5,0,1
4.833,14,8.5,0,1
4.85,14,8.5,0,1
4.867,14,8.5,0,1
4.883,15,8.5,0,1
4.9,15,8.5,0,1
4.917,15,8.5,0,1
4.933,15,8.5,0,1
4.95,15,8.5,0,1
4.967,14,8.5,0,1
4.983,14,8.5,0,1
5,14,8.5,0,1
5.017,14,8.5,0,1
5.033,14,8.5,0,1
5.05,14,8.5,0,1
5.067,14,8.5,0,1
5.083,15,8.5,0,1
5.1,15,8.5,0,1
5.117,15,8.5,0,1
5.133,14,8.5,0,1
5.15,14,8.5,0,1
5.167,14,8.5,0,1
5.183,14,8.5,0,1
5.2,14,8.5,0,1
5.217,14,8.5,0,1
5.233,14,8.5,0,1
5.25,14,8.5,0,1
5.267,14,8.5,0,1
5.283,14,8.5,0,1
5.3,15,8.5,0,1
5.317,15,8.5,0,1
5.333,15,8.51,0,1
5.35,15,8.51,0,1
5.367,15,8.51,0,1
5.383,287,8.51,0.2,1
5.4,287,8.51,0.2,1
5.417,873,8.52,0.1,1
5.433,873,8.52,0.1,1
5.45,873,8.52,0.1,1
5.467,1697,8.52,0.1,1
5.483,1697,8.52,0.1,1
5.5,2165,8.52,0,1
5.517,2165,8.52,0,1
5.533,2160,8.52,0,1
5.55,2160,8.52,0,1
5.567,2160,8.52,0,1
5.583,2158,8.52,0,1
5.6,2158,8.52,0,1
5.617,2148,8.52,0,1
5.633,2148,8.52,0,1
5.65,2148,8.52,0,1
5.667,2136,8.52,0,1
5.683,2136,8.52,0,1
5.7,2124,8.53,0,1
5.717,2124,8.53,0,1
5.733,2124,8.53,0,1
5.75,2114,8.53,0,1
5.767,2114,8.53,0,1
5.783,2106,8.53,0,1
5.8,2106,8.53,0,1
5.817,2099,8.53,0,1
5.833,2099,8.53,0,1
5.85,2099,8.53,0,1
5.867,2092,8.53,0,1
5.883,2092,8.53,0,1
5.9,2086,8.53,0,1
5.917,2086,8.53,0,1
5.933,2086,8.53,0,1
5.95,2080,8.53,0,1
5.967,2080,8.53,0,1
5.983,2073,8.53,0,1
6,2073,8.53,0,1
6.017,2073,8.53,0,1
6.033,2069,8.53,0,1
6.05,2069,8.53,0,1
6.067,2064,8.53,0,1
6.083,2064,8.53,0,1
6.1,2061,8.53,0,1
6.117,2061,8.53,0,1
6.133,2061,8.53,0,1
6.15,2058,8.53,0,1
6.167,2058,8.53,0,1
6.183,2585,8.52,0.1,1
6.2,2585,8.52,0.1,1
6.217,2585,8.52,0.1,1
6.233,3593,8.52,0,1
6.25,3593,8.52,0,1
6.267,4202,8.52,0,1
6.283,4202,8.52,0,1
6.3,4202,8.52,0,1
6.317,4457,8.52,0,1
6.333,4457,8.52,0,1
6.35,4617,8.53,0,1
6.367,4617,8.53,0,1
6.383,4693,8.53,0,1
6.4,4693,8.53,0,1
6.417,4693,8.53,0,1
6.433,4686,8.53,0,1
6.45,4686,8.53,0,1
6.467,4680,8.53,0,1
6.483,4680,8.53,0,1
6.5,4680,8.53,0,1
6.517,4673,8.53,0,1
6.533,4673,8.53,0,1
6.55,4703,8.53,0,1
6.567,4703,8.53,0,1
6.583,4703,8.53,0,1
6.6,5677,8.53,0.1,1
6.617,5677,8.53,0.1,1
6.633,7388,8.53,0,1
6.65,7388,8.53,0,1
6.667,7388,8.52,0,1
6.683,7710,8.53,0,1
6.7,7710,8.53,0,1
6.717,7693,8.53,0,1
6.733,7693,8.53,0,1
6.75,7693,8.53,0,1
6.767,7672,8.53,0,1
6.783,7672,8.53,0,1
6.8,7655,8.53,0,1
6.817,7655,8.53,0,1
6.833,7641,8.53,0,1
6.85,7641,8.52,0,1
6.867,7641,8.52,0,1
6.883,7627,8.52,0,1
6.9,7627,8.53,0,1
6.917,7618,8.53,0,1
6.933,7618,8.53,0,1
6.95,7618,8.53,0,1
6.967,7611,8.53,0,1
6.983,7611,8.53,0,1
7,7605,8.52,0,1
7.017,7605,8.52,0,1
7.033,7601,8.52,0,1
7.05,7601,8.52,0,1
7.067,7601,8.52,0,1
7.083,7596,8.52,0,1
7.1,7596,8.52,0,1
7.117,7593,8.53,0,1
7.133,7593,8.53,0,1
7.15,7593,8.53,0,1
7.167,7590,8.53,0,1
7.183,7590,8.53,0,1
7.2,7586,8.52,0,1
7.217,7586,8.52,0,1
7.233,7586,8.52,0,1
7.25,7582,8.52,0,1
7.267,7582,8.52,0,1
7.283,7578,8.52,0,1
7.3,7578,8.52,0,1
7.317,7574,8.52,0,1
7.333,7574,8.52,0,1
7.35,7574,8.53,0,1
7.367,7572,8.52,0,1
7.383,7572,8.52,0,1
7.4,7569,8.52,0,1
7.417,7569,8.53,0,1
7.433,7569,8.53,0,1
7.45,7565,8.53,0,1
7.467,7565,8.52,0,1
7.483,7562,8.53,0,1
7.5,7562,8.53,0,1
7.517,7562,8.53,0,1
7.533,7560,8.53,0,1
7.55,7560,8.52,0,1
7.567,7558,8.52,0,1
7.583,7558,8.52,0,1
7.6,7558,8.52,0,1
7.617,7555,8.52,0,1
7.633,7555,8.52,0,1
7.65,7553,8.52,0,1
7.667,7553,8.52,0,1
7.683,7553,8.52,0,1
7.7,7550,8.52,0,1
7.717,7550,8.52,0,1
7.733,7548,8.52,0,1
7.75,7548,8.52,0,1
7.767,7548,8.52,0,1
7.783,7545,8.52,0,1
7.8,7545,8.53,0,1
7.817,7544,8.53,0,1
7.833,7544,8.53,0,1
7.85,7541,8.53,0,1
7.867,7541,8.53,0,1
7.883,7541,8.52,0,1
7.9,7539,8.52,0,1
7.917,7539,8.53,0,1
7.933,7536,8.52,0,1
7.95,7536,8.52,0,1
7.967,7536,8.52,0,1
7.983,7534,8.52,0,1
8,7534,8.53,0,1
8.017,7533,8.52,0,1
8.033,7533,8.52,0,1
8.05,7533,8.52,0,1
8.067,7531,8.52,0,1
8.083,7531,8.52,0,1
8.1,7530,8.52,0,1
8.117,7530,8.52,0,1
8.133,7530,8.52,0,1
8.15,7528,8.52,0,1
8.167,7528,8.52,0,1
8.183,7526,8.52,0,1
8.2,7526,8.52,0,1
8.217,7524,8.52,0,1
8.233,7524,8.52,0,1
8.25,7524,8.52,0,1
8.267,7347,8.52,0,1
8.283,7347,8.52,0,1
8.3,6362,8.53,0,1
8.317,6362,8.53,0,1
8.333,6362,8.53,0,1
8.35,4782,8.53,0,1
8.367,4782,8.53,0,1
8.383,4062,8.53,0,1
8.4,4062,8.53,0,1
8.417,4062,8.53,0,1
8.433,4016,8.53,0,1
8.45,4016,8.53,0,1
8.467,4008,8.53,0,1
8.483,4008,8.53,0,1
8.5,4004,8.53,0,1
8.517,4004,8.53,0,1
8.533,4004,8.53,0,1
8.55,4001,8.53,0,1
8.567,4001,8.53,0,1
8.583,3637,8.53,0,1
8.6,3637,8.53,0,1
8.617,3637,8.52,0,1
8.633,1735,8.53,0,1
8.65,1735,8.53,0,1
8.667,35,8.53,0,1
8.683,35,8.53,0,1
8.7,35,8.53,0,1
8.717,-1,8.53,0,1
8.733,-1,8.53,0,1
8.75,-1,8.53,0,1
8.767,-1,8.53,0,1
8.783,-1,8.53,0,1
8.8,-1,8.53,0,1
8.817,-1,8.53,0,1
8.833,-1,8.53,0,1
8.85,-1,8.53,0,1
8.867,-1,8.53,0,1
8.883,-1,8.53,0,1
8.9,-1,8.53,0,1
8.917,-1,8.53,0,1
8.933,-1,8.53,0,1
8.95,-1,8.53,0,1
8.967,-1,8.53,0,1
8.983,-1,8.53,0,1
9,-1,8.53,0,1
9.017,-1,8.53,0,1
9.033,-1,8.53,0,1
9.05,-1,8.53,0,1
9.067,-1,8.53,0,1
9.083,-1,8.53,0,1
9.1,-1,8.53,0,1
9.117,-1,8.53,0,1
9.133,-1,8.53,0,1
9.15,-1,8.53,0,1
9.167,-1,8.53,0,1
9.183,-1,8.53,0,1
9.2,-1,8.52,0,1
9.217,-1,8.51,0,1
9.233,-1,8.54,0,1
9.25,-1,8.57,0,1
9.267,-1,8.6,0,1
9.283,-1,8.64,0,1
9.3,-1,8.68,0,1
9.317,-1,8.72,0.1,1
9.333,-1,8.76,0.1,1
9.35,-1,8.78,0.1,1
9.367,-1,8.78,0.1,1
9.383,-1,8.78,0.1,1
9.4,-1,8.77,0,1
9.417,-1,8.77,0,1
9.433,-1,8.76,0,1
9.45,-1,8.76,0,1
9.467,-1,8.75,0,1
9.483,-1,8.74,0,1
9.5,-1,8.74,0,1
9.517,-1,8.73,0,1
9.533,-1,8.73,0,1
9.55,-1,8.73,0,1
9.567,-1,8.73,0,1
9.583,-1,8.73,0,1
9.6,-1,8.72,0,1
9.617,-1,8.72,0,1
9.633,-1,8.72,0,1
9.65,-1,8.72,0,1
9.667,-1,8.72,0,1
9.683,0,8.72,0,1
9.7,0,8.72,0,1
9.717,0,8.73,0,1
9.733,0,8.73,0,1
9.75,0,8.73,0,1
9.767,0,8.73,0,1
9.783,0,8.73,0,1
9.8,0,8.72,0,1
9.817,0,8.72,0,1
9.833,0,8.72,0,1
9.85,0,8.72,0,1
9.867,0,8.72,0,1
9.883,0,8.72,0,1
9.9,0,8.72,0,1
9.917,0,8.72,0,1
9.933,0,8.72,0,1
9.95,0,8.72,0,1
9.967,0,8.72,0,1
9.983,0,8.72,0,1
10,0,8.72,0,1
10.017,0,8.72,0,1
10.033,0,8.72,0,1
10.05,0,8.72,0,1
10.067,0,8.72,0,1
10.083,0,8.72,0,1
10.1,1,8.72,0,1
10.117,1,8.72,0,1
10.133,1,8.72,0,1
10.15,1,8.72,0,1
10.167,1,8.72,0,1
10.183,1,8.72,0,1
10.2,1,8.72,0,1
10.217,2,8.72,0,1
10.233,2,8.72,0,1
10.25,2,8.72,0,1
10.267,2,8.72,0,1
10.283,2,8.72,0,1
10.3,3,8.72,0,1
10.317,3,8.73,0,1
10.333,3,8.73,0,1
10.35,3,8.73,0,1
10.367,3,8.73,0,1
10.383,4,8.73,0,1
10.4,4,8.73,0,1
10.417,4,8.73,0,1
10.433,4,8.73,0,1
10.45,4,8.73,0,1
10.467,4,8.73,0,1
10.483,4,8.73,0,1
10.5,5,8.73,0,1
10.517,5,8.73,0,1
10.533,6,8.73,0,1
10.55,6,8.73,0,1
10.567,6,8.74,0,1
10.583,6,8.74,0,1
10.6,6,8.74,0,1
10.617,6,8.74,0,1
10.633,6,8.74,0,1
10.65,6,8.74,0,1
10.667,6,8.74,0,1
10.683,6,8.74,0,1
10.7,7,8.74,0,1
10.717,7,8.74,0,1
10.733,7,8.74,0,1
10.75,8,8.74,0,1
10.767,8,8.74,0,1
10.783,8,8.74,0,1
10.8,8,8.74,0,1
10.817,8,8.74,0,1
10.833,8,8.74,0,1
10.85,8,8.74,0,1
10.867,8,8.74,0,1
10.883,8,8.74,0,1
10.9,9,8.74,0,1
10.917,9,8.74,0,1
10.933,9,8.74,0,1
10.95,9,8.74,0,1
10.967,9,8.74,0,1
10.983,10,8.74,0,1
11,10,8.74,0,1
11.017,10,8.74,0,1
11.033,10,8.74,0,1
11.05,10,8.74,0,1
11.067,10,8.75,0,1
11.083,10,8.75,0,1
11.1,10,8.75,0,1
11.117,11,8.75,0,1
11.133,11,8.75,0,1
11.15,11,8.74,0,1
11.167,11,8.74,0,1
11.183,11,8.74,0,1
11.2,11,8.74,0,1
11.217,11,8.74,0,1
11.233,11,8.74,0,1
11.25,11,8.74,0,1
11.267,12,8.74,0,1
11.283,12,8.74,0,1
11.3,12,8.74,0,1
11.317,13,8.74,0,1
11.333,13,8.74,0,1
11.35,13,8.79,0,1
11.367,13,8.83,0,1
11.383,13,8.87,0,1
11.4,14,8.95,0,1
11.417,14,9.03,0,1
11.433,14,9.14,0,1
11.45,14,9.24,0,1
11.467,14,9.35,0,1
11.483,14,9.46,0,1
11.5,14,9.57,0,1
11.517,14,9.69,0,1
11.533,14,9.8,0,1
11.55,14,9.92,0,1
11.567,14,10.03,0,1
11.583,14,10.15,0,1
11.6,15,10.27,0,1
11.617,15,10.39,0,1
11.633,15,10.52,0,1
11.65,16,10.64,0,1
11.667,16,10.76,0,1
11.683,15,10.88,0,1
11.7,15,11,0,1
11.717,16,11.13,0,1
11.733,16,11.25,0,1
11.75,16,11.37,0,1
11.767,17,11.49,0,1
11.783,17,11.52,0,1
11.8,17,11.52,0,1
11.817,17,11.52,0,1
11.833,17,11.53,0,1
11.85,18,11.52,0,1
11.867,18,11.52,0,1
11.883,18,11.5,0,1
11.9,18,11.49,0,1
11.917,18,11.47,0,1
11.933,20,11.45,0,1
11.95,20,11.43,0,1
11.967,19,11.42,0,1
11.983,19,11.42,0,1
12,19,11.42,0,1
12.017,19,11.42,0,1
12.033,19,11.42,0,1
12.05,20,11.42,0,1
12.067,20,11.42,0,1
12.083,20,11.41,0,1
12.1,20,11.4,0,1
12.117,20,11.39,0,1
12.133,20,11.37,0,1
12.15,20,11.35,0,1
12.167,21,11.34,0,1
12.183,21,11.32,0,1
12.2,21,11.31,0,1
12.217,22,11.31,0,1
12.233,22,11.31,0,1
12.25,22,11.31,0,1
12.267,22,11.31,0,1
12.283,22,11.3,0,1
12.3,22,11.3,0,1
12.317,22,11.3,0,1
12.333,27,11.3,5.2,1
12.35,27,11.3,5.2,1
12.367,27,11.3,5.2,1
12.383,68,11.3,1.5,1
12.4,68,11.3,1.5,1
12.417,208,11.3,2.3,1
12.433,208,11.31,2.3,1
12.45,208,11.31,2.3,1
12.467,371,11.31,2.5,1
12.483,371,11.31,2.5,1
12.5,440,11.3,2.5,1
12.517,440,11.3,2.5,1
12.533,440,11.29,2.5,1
12.55,478,11.28,2.5,1
12.567,478,11.27,2.5,1
12.583,485,11.25,2.5,1
12.6,485,11.24,2.5,1
12.617,485,11.24,2.5,1
12.633,470,11.25,2.5,1
12.65,470,11.26,2.5,1
12.667,474,11.26,2.5,1
12.683,474,11.27,2.5,1
12.7,474,11.28,2.5,1
12.717,463,11.29,2.5,1
12.733,463,11.31,2.5,1
12.75,431,11.32,2.5,1
12.767,431,11.33,2.5,1
12.783,431,11.34,2.5,1
12.8,381,11.36,2.5,1
12.817,381,11.37,2.5,1
12.833,316,11.38,2.5,1
12.85,316,11.4,2.5,1
12.867,316,11.41,2.5,1
12.883,276,11.41,2.5,1
12.9,276,11.41,2.5,1
12.917,267,11.41,2.5,1
12.933,267,11.42,2.5,1
12.95,267,11.43,2.5,1
12.967,265,11.43,2.5,1
12.983,265,11.43,2.5,1
13,265,11.43,2.5,1
13.017,272,11.43,2.5,1
13.033,272,11.43,2.5,1
13.05,280,11.44,2.5,1
13.067,280,11.45,2.5,1
13.083,280,11.46,2.5,1
13.1,285,11.46,2.5,1
13.117,285,11.47,2.5,1
13.133,293,11.46,2.5,1
13.15,293,11.45,2.5,1
13.167,293,11.45,2.5,1
13.183,299,11.44,2.5,1
13.2,299,11.43,2.5,1
13.217,297,11.44,2.5,1
13.233,297,11.44,2.5,1
13.25,292,11.45,2.5,1
13.267,292,11.45,2.5,1
13.283,292,11.46,2.5,1
13.3,288,11.47,2.5,1
13.317,288,11.47,2.5,1
13.333,287,11.47,2.5,1
13.35,287,11.47,2.5,1
13.367,287,11.46,2.5,1
13.383,287,11.47,2.5,1
13.4,287,11.47,2.5,1
13.417,280,11.47,2.5,1
13.433,280,11.48,2.5,1
13.45,280,11.48,2.5,1
13.467,280,11.48,2.5,1
13.483,280,11.48,2.5,1
13.5,281,11.48,2.5,1
13.517,281,11.48,2.5,1
13.533,281,11.47,2.5,1
13.55,279,11.47,2.5,1
13.567,279,11.46,2.5,1
13.583,280,11.46,2.5,1
13.6,280,11.45,2.5,1
13.617,280,11.44,2.5,1
13.633,279,11.44,2.5,1
13.65,279,11.43,2.5,1
13.667,279,11.42,2.5,1
13.683,274,11.42,2.5,1
13.7,274,11.41,2.5,1
13.717,272,11.4,2.5,1
13.733,272,11.39,2.5,1
13.75,272,11.38,2.5,1
13.767,272,11.37,2.5,1
13.783,272,11.36,2.5,1
13.8,273,11.35,2.5,1
13.817,273,11.34,2.5,1
13.833,273,11.33,2.5,1
13.85,272,11.32,2.5,1
13.867,272,11.32,2.5,1
13.883,269,11.32,2.5,1
13.9,269,11.31,2.5,1
13.917,269,11.31,2.5,1
13.933,271,11.3,2.5,1
13.95,271,11.3,2.5,1
13.967,271,11.3,2.5,1
13.983,271,11.29,2.5,1
14,271,11.29,2.5,1
14.017,271,11.29,2.5,1
14.033,271,11.29,2.5,1
14.05,267,11.28,2.5,1
14.067,267,11.27,2.5,1
14.083,267,11.26,2.5,1
14.1,267,11.25,2.5,1
14.117,267,11.24,2.5,1
14.133,265,11.23,2.5,1
14.15,265,11.22,2.5,1
14.167,265,11.21,2.5,1
14.183,266,11.21,2.5,1
14.2,266,11.2,2.5,1
14.217,264,11.19,2.5,1
14.233,264,11.19,2.5,1
14.25,264,11.18,2.5,1
14.267,263,11.17,2.5,1
14.283,263,11.16,2.5,1
14.3,264,11.15,2.5,1
14.317,264,11.14,2.5,1
14.333,256,11.13,2.5,1
14.35,256,11.12,2.5,1
14.367,256,11.1,2.5,1
14.383,258,11.09,2.5,1
14.4,258,11.08,2.5,1
14.417,258,11.07,2.5,1
14.433,264,11.06,2.5,1
14.45,264,11.06,2.5,1
14.467,258,11.05,2.5,1
14.483,258,11.04,2.5,1
14.5,258,11.04,2.5,1
14.517,259,11.03,2.5,1
14.533,259,11.02,2.5,1
14.55,260,11.01,2.5,1
14.567,260,10.99,2.5,1
14.583,260,10.98,2.5,1
14.6,257,10.97,2.5,1
14.617,257,10.96,2.5,1
14.633,258,10.95,2.5,1
14.65,258,10.94,2.5,1
14.667,258,10.93,2.5,1
14.683,259,10.91,2.5,1
14.7,259,10.9,2.5,1
14.717,256,10.89,2.5,1
14.733,256,10.88,2.5,1
14.75,256,10.87,2.5,1
14.767,258,10.87,2.5,1
14.783,258,10.87,2.5,1
14.8,255,10.86,2.5,1
14.817,255,10.86,2.5,1
14.833,255,10.86,2.5,1
14.85,256,10.86,2.5,1
14.867,256,10.86,2.5,1
14.883,257,10.86,2.5,1
14.9,257,10.86,2.5,1
14.917,257,10.86,2.5,1
14.933,253,10.86,2.5,1
14.95,253,10.86,2.5,1
14.967,255,10.87,2.5,1
14.983,255,10.87,2.5,1
15,255,10.87,2.5,1
15.017,256,10.88,2.5,1
15.033,256,10.88,2.5,1
15.05,252,10.88,2.5,1
15.067,252,10.89,2.5,1
15.083,252,10.89,2.5,1
15.1,253,10.9,2.5,1
15.117,253,10.9,2.5,1
15.133,254,10.9,2.5,1
15.15,254,10.91,2.5,1
15.167,254,10.91,2.5,1
15.183,253,10.92,2.5,1
15.2,253,10.92,2.5,1
15.217,253,10.92,2.5,1
15.233,253,10.92,2.5,1
15.25,253,10.92,2.5,1
15.267,251,10.92,2.5,1
15.283,251,10.93,2.5,1
15.3,253,10.93,2.5,1
15.317,253,10.94,2.5,1
15.333,253,10.94,2.5,1
15.35,255,10.95,2.5,1
15.367,255,10.95,2.5,1
15.383,251,10.95,2.5,1
15.4,251,10.95,2.5,1
