2016-01-19 16:35:57,Elapsed Time (min),Stage Time (min),Stage Number,Clock Time (min),Falcon_ET (min),Cem-Gate Target (%),Cem-Gate Actual (%),Mix-Water Target (gpm),Mix-Water Actual (gpm),Mix-Water Stage (gal),Mix-Water Total (gal),Target Density (ppg),Actual Density (ppg),Dry-Cem target (lbm/min),Pressure_1 (psi),Pressure_2 (psi),Pressure_3 (psi),Mech.Rate 1 (bpm),Mech.Rate 2 (bpm),Mech.Rate 1+2 (bpm),Flow 3 (bpm),Flow 3 Stage (bbl),Flow 3 Total (bbl),Disch Rate (bpm),Disch Stage (bbl),Disch Total (bbl),Actual Tub Level (%),-,Cement Slurry Type,Falcon Stage No.,Mass Dens (ppg),Nuclear Dens (ppg),J22-Temp (°F),Target Tub Level (%),Tub SW,Water SW,Gate SW,Bypass SW,Downhole SW,UL_OprMode,Liq_Vol_Fact,Event Code,-,Pressure (psi),Slurry Density (ppg),Slurry Density (0),Add 1 Rate (gpm),Add 1 Ratio (gpt),Add 1 Stage Total (gal),Add 1 Total (gal),Add 2 Rate (gpm),Add 2 Ratio (gpt),Add 2 Stage Total (gal),Add 2 Total (gal)
2016-01-19 16:36:02,0.083,0.083,0,0.083,0.170,25.0,19.8,16.8,38.8,3.4,3.4,12.00,8.47,291.0,-25,1,-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,16.9,0,0,0,8.47,0.00,-25,-1.0,0,0,0,0,0,2,99.15,0,0,-25,8.47,8.47,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0
2016-01-19 16:36:07,0.167,0.167,0,0.167,0.270,25.0,19.8,16.8,41.5,6.7,6.7,12.00,8.48,311.2,-27,0,-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,19.3,0,0,0,8.48,0.00,-25,-1.0,0,0,0,0,0,2,99.11,0,0,-27,8.48,8.48,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0
2016-01-19 16:36:12,0.250,0.250,0,0.250,0.340,25.0,19.8,16.8,29.7,9.7,9.7,12.00,8.48,222.8,-28,-8,-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,20.7,0,0,0,8.48,0.00,-25,-1.0,0,0,0,0,0,2,99.11,0,0,-28,8.48,8.48,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0
2016-01-19 16:36:17,0.333,0.333,0,0.333,0.440,25.0,19.8,16.8,37.2,12.5,12.5,12.00,8.48,278.7,-27,-7,-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,21.9,0,0,0,8.48,0.00,-25,-1.0,0,0,0,0,0,2,99.11,0,0,-27,8.48,8.48,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0
2016-01-19 16:36:22,0.417,0.417,0,0.417,0.510,25.0,19.8,16.8,42.6,15.8,15.8,12.00,8.49,319.4,-28,-9,-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,23.8,0,0,0,8.49,0.00,-25,-1.0,0,0,0,0,0,2,99.07,0,0,-28,8.49,8.49,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0
2016-01-19 16:36:27,0.500,0.500,0,0.500,0.610,25.0,19.8,16.8,41.8,19.3,19.3,12.00,8.49,313.7,-28,-9,-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,25.4,0,0,0,8.49,0.00,-25,-1.0,0,0,0,0,0,2,99.07,0,0,-28,8.49,8.49,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0
2016-01-19 16:36:32,0.583,0.583,0,0.583,0.670,25.0,19.8,16.8,41.2,22.8,22.8,12.00,8.49,309.1,-27,-8,-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,27.6,0,0,0,8.49,0.00,-25,-1.0,0,0,0,0,0,2,99.07,0,0,-27,8.49,8.49,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0
2016-01-19 16:36:37,0.667,0.667,0,0.667,0.770,25.0,19.8,16.8,42.4,26.3,26.3,12.00,8.49,317.6,-27,-10,-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,29.0,0,0,0,8.49,0.00,-25,-1.0,0,0,0,0,0,2,99.07,0,0,-27,8.49,8.49,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0
2016-01-19 16:36:42,0.750,0.750,0,0.750,0.840,25.0,19.8,16.8,38.3,29.6,29.6,12.00,8.49,287.2,-28,-10,-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,31.0,0,0,0,8.49,0.00,-25,-1.0,0,0,0,0,0,2,99.07,0,0,-28,8.49,8.49,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0
2016-01-19 16:36:47,0.833,0.833,0,0.833,0.940,25.0,19.8,16.8,28.8,32.4,32.4,12.00,8.49,216.2,-27,-10,-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,32.4,0,0,0,8.49,0.00,-25,-1.0,0,0,0,0,0,2,99.03,0,0,-27,8.49,8.49,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0
2016-01-19 16:36:52,0.917,0.917,0,0.917,1.010,25.0,19.8,16.8,40.8,35.3,35.3,12.00,8.49,305.6,-28,-10,-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,34.5,0,0,0,8.49,0.00,-25,-1.0,0,0,0,0,0,2,99.03,0,0,-28,8.49,8.49,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0
2016-01-19 16:36:57,1.000,1.000,0,1.000,1.110,25.0,19.8,16.8,43.1,38.8,38.8,12.00,8.49,323.1,-27,-9,-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,35.7,0,0,0,8.49,0.00,-25,-1.0,0,0,0,0,0,2,99.03,0,0,-27,8.49,8.49,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0
2016-01-19 16:37:02,1.083,1.083,0,1.083,1.170,25.0,19.8,16.8,27.9,41.8,41.8,12.00,8.49,209.2,-28,-7,-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,37.8,0,0,0,8.49,0.00,-25,-1.0,0,0,0,0,0,2,99.03,0,0,-28,8.49,8.49,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0
2016-01-19 16:37:07,1.167,1.167,0,1.167,1.270,25.0,19.8,16.8,32.2,44.3,44.3,12.00,8.49,241.1,-26,0,-25,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.6,0.6,39.3,0,0,0,8.49,0.00,-25,-1.0,0,0,0,0,1,2,99.03,0,0,-26,8.49,8.49,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0
2016-01-19 16:37:12,1.250,1.250,0,1.250,1.340,25.0,19.8,16.8,39.2,47.3,47.3,12.00,8.49,294.2,-25,4,-25,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.8,0.8,39.1,0,0,0,8.49,0.00,-25,-1.0,0,0,0,0,1,2,99.03,0,0,-25,8.49,8.49,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0
2016-01-19 16:37:17,1.333,1.333,0,1.333,1.440,25.0,19.8,16.8,36.3,50.4,50.4,12.00,8.49,272.1,-22,9,-25,0.4,0.4,0.9,0.0,0.0,0.0,2.3,1.0,1.0,38.4,0,0,0,8.49,0.00,-25,-1.0,0,0,0,0,1,2,99.03,0,0,-22,8.49,8.49,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0
2016-01-19 16:37:22,1.417,1.417,0,1.417,1.510,25.0,19.8,16.8,74.8,55.0,55.0,12.00,8.49,560.8,-19,11,-25,0.4,0.4,0.9,0.0,0.0,0.0,2.3,1.1,1.1,38.0,0,0,0,8.49,0.00,-25,-1.0,0,0,0,0,1,2,99.03,0,0,-19,8.49,8.49,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0
2016-01-19 16:37:27,1.500,1.500,0,1.500,1.610,25.0,19.8,16.8,73.0,61.2,61.2,12.00,8.49,547.6,-11,15,-25,0.4,0.6,1.0,0.0,0.0,0.0,2.2,1.4,1.4,39.9,0,0,0,8.49,0.00,-25,-1.0,0,0,0,0,1,2,99.07,0,0,-11,8.49,8.49,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0
2016-01-19 16:37:32,1.583,1.583,0,1.583,1.670,25.0,19.8,16.8,103.0,68.5,68.5,12.00,8.50,772.3,0,20,-25,0.6,0.7,1.3,0.0,0.0,0.0,2.9,1.5,1.5,40.3,0,0,0,8.50,0.00,-25,-1.0,0,0,0,0,1,2,98.98,0,0,0,8.50,8.5,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0
2016-01-19 16:37:37,1.667,1.667,0,1.667,1.770,25.0,19.8,16.8,106.6,77.3,77.3,12.00,8.50,799.5,20,46,-25,0.6,1.5,2.0,0.0,0.0,0.0,2.0,1.8,1.8,43.4,0,0,0,8.50,0.00,-25,-1.0,0,0,0,1,1,2,98.98,0,0,20,8.50,8.5,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0
2016-01-19 16:37:42,1.750,1.750,0,1.750,1.840,25.0,19.8,16.8,106.8,86.1,86.1,12.00,8.50,800.5,23,52,-25,0.6,1.5,2.0,0.0,0.0,0.0,2.0,1.9,1.9,44.6,0,0,0,8.50,0.00,-25,-1.0,0,0,0,1,1,2,98.98,0,0,23,8.50,8.5,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0
2016-01-19 16:37:47,1.833,1.833,0,1.833,1.940,25.0,19.8,16.8,102.0,94.8,94.8,12.00,8.50,764.7,44,117,-25,0.6,2.6,3.2,0.0,0.0,0.0,3.2,2.2,2.2,46.0,0,0,0,8.50,0.00,-25,-1.0,0,0,0,1,1,2,98.98,0,0,44,8.50,8.5,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0
2016-01-19 16:37:52,1.917,1.917,0,1.917,2.010,25.0,19.8,16.8,101.0,103.3,103.3,12.00,8.49,757.4,78,206,-25,0.6,2.6,3.2,0.0,0.0,0.0,3.2,2.4,2.4,45.0,0,0,0,8.49,0.00,-25,-1.0,0,0,0,1,1,2,99.03,0,0,78,8.49,8.49,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0
2016-01-19 16:37:57,2.000,2.000,0,2.000,2.110,25.0,19.8,16.8,100.8,111.7,111.7,12.00,8.49,755.5,125,262,-25,0.6,2.6,3.2,0.0,0.0,0.0,3.2,2.7,2.7,43.2,0,0,0,8.49,0.00,-25,-1.0,0,0,0,1,1,2,99.07,0,0,125,8.49,8.49,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0
2016-01-19 16:38:02,2.083,2.083,0,2.083,2.170,25.0,19.8,16.8,100.6,120.1,120.1,12.00,8.48,754.3,129,267,-25,2.2,0.7,2.9,0.0,0.0,0.0,2.9,2.9,2.9,43.7,0,0,0,8.48,0.00,-25,-1.0,0,0,0,1,1,2,99.11,0,0,129,8.48,8.48,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0
2016-01-19 16:38:07,2.167,2.167,0,2.167,2.270,25.0,19.8,16.8,33.4,125.7,125.7,12.00,8.46,250.6,116,256,-25,2.2,0.7,2.9,0.0,0.0,0.0,2.9,3.2,3.2,42.5,0,0,0,8.46,0.00,-25,-1.0,0,0,0,1,1,2,99.23,0,0,116,8.46,8.46,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0
2016-01-19 16:38:12,2.250,2.250,0,2.250,2.340,25.0,19.8,16.8,35.1,128.5,128.5,12.00,8.46,263.2,131,237,-25,2.5,0.7,3.2,0.0,0.0,0.0,3.2,3.4,3.4,39.5,0,0,0,8.46,0.00,-25,-1.0,0,0,0,1,1,2,99.27,0,0,131,8.46,8.46,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0
2016-01-19 16:38:17,2.333,2.333,0,2.333,2.440,25.0,19.8,16.8,37.7,131.6,131.6,12.00,8.44,282.5,159,247,-25,2.6,0.7,3.3,0.0,0.0,0.0,3.3,3.7,3.7,34.7,0,0,0,8.44,0.00,-25,-1.0,0,0,0,1,1,2,99.39,0,0,159,8.44,8.44,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0
2016-01-19 16:38:22,2.417,2.417,0,2.417,2.510,25.0,19.8,16.8,40.2,134.8,134.8,12.00,8.42,301.2,175,246,-25,2.7,0.7,3.4,0.0,0.0,0.0,3.4,4.0,4.0,31.4,0,0,0,8.42,0.00,-25,-1.0,0,0,0,1,1,2,99.47,0,0,175,8.42,8.42,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0
2016-01-19 16:38:27,2.500,2.500,0,2.500,2.610,25.0,19.8,16.8,40.5,138.2,138.2,12.00,8.39,303.7,183,234,-25,1.5,1.5,3.0,0.0,0.0,0.0,3.0,4.3,4.3,24.7,0,0,0,8.39,0.00,-25,-1.0,0,0,0,1,1,2,99.67,0,0,183,8.39,8.39,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0
2016-01-19 16:38:32,2.583,2.583,0,2.583,2.670,25.0,19.8,16.8,39.8,141.5,141.5,12.00,8.38,298.6,166,227,-25,0.9,0.8,1.7,0.0,0.0,0.0,1.7,4.5,4.5,20.9,0,0,0,8.38,0.00,-25,-1.0,0,0,0,1,1,2,99.8,0,0,166,8.38,8.38,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0
2016-01-19 16:38:37,2.667,2.667,0,2.667,2.770,25.0,19.8,16.8,24.8,144.2,144.2,12.00,8.29,186.1,95,173,-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,4.5,16.6,0,0,0,8.29,0.00,-25,-1.0,0,0,0,-1,0,2,100.36,0,0,95,8.29,8.29,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0
2016-01-19 16:38:42,2.750,2.750,0,2.750,2.840,25.0,19.8,16.8,2.6,145.4,145.4,12.00,8.28,19.6,76,148,-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,4.5,16.0,0,0,0,8.28,0.00,-25,-1.0,0,0,0,-1,0,2,100.4,0,0,76,8.28,8.28,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0
2016-01-19 16:38:47,2.833,2.833,0,2.833,2.940,25.0,19.8,16.8,0.0,145.5,145.5,12.00,8.32,0.0,52,117,-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,4.5,17.1,0,0,0,8.32,0.00,-25,-1.0,0,0,0,-1,0,2,100.16,0,0,52,8.32,8.32,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0
2016-01-19 16:38:52,2.917,2.917,0,2.917,3.010,25.0,19.8,16.8,0.0,145.5,145.5,12.00,8.35,0.0,38,102,-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,4.5,16.9,0,0,0,8.35,0.00,-25,-1.0,0,0,0,-1,0,2,99.96,0,0,38,8.35,8.35,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0
2016-01-19 16:38:57,3.000,3.000,0,3.000,3.110,25.0,19.8,16.8,0.0,145.5,145.5,12.00,8.38,0.0,28,83,-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,4.5,16.9,0,0,0,8.38,0.00,-25,-1.0,0,0,0,-1,0,2,99.8,0,0,28,8.38,8.38,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0
2016-01-19 16:39:02,3.083,3.083,0,3.083,3.170,25.0,19.8,16.8,0.0,145.5,145.5,12.00,8.39,0.0,23,72,-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,4.5,16.7,0,0,0,8.39,0.00,-25,-1.0,0,0,0,-1,0,2,99.71,0,0,23,8.39,8.39,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0
2016-01-19 16:39:07,3.167,3.167,0,3.167,3.270,25.0,19.8,16.8,0.0,145.5,145.5,12.00,8.39,0.0,17,68,-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,4.5,17.1,0,0,0,8.39,0.00,-25,-1.0,0,0,0,-1,0,2,99.67,0,0,17,8.39,8.39,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0
2016-01-19 16:39:12,3.250,3.250,0,3.250,3.340,25.0,19.7,16.8,0.0,145.5,145.5,12.00,8.40,0.0,14,62,-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,4.5,17.3,0,0,0,8.40,0.00,-25,-1.0,0,0,0,-1,0,2,99.63,0,0,14,8.40,8.4,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0
2016-01-19 16:39:17,3.333,3.333,0,3.333,3.440,25.0,19.8,16.8,0.0,145.5,145.5,12.00,8.40,0.0,9,52,-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,4.5,16.9,0,0,0,8.40,0.00,-25,-1.0,0,0,0,-1,0,2,99.63,0,0,9,8.40,8.4,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0
2016-01-19 16:39:22,3.417,3.417,0,3.417,3.510,25.0,19.8,16.8,0.0,145.5,145.5,12.00,8.41,0.0,9,50,-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,4.5,15.9,0,0,0,8.41,0.00,-25,-1.0,0,0,0,-1,0,2,99.59,0,0,9,8.41,8.41,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0
2016-01-19 16:39:27,3.500,3.500,0,3.500,3.610,25.0,19.8,16.8,0.0,145.5,145.5,12.00,8.41,0.0,5,43,-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,4.5,15.9,0,0,0,8.41,0.00,-25,-1.0,0,0,0,-1,0,2,99.55,0,0,5,8.41,8.41,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0
2016-01-19 16:39:32,3.583,3.583,0,3.583,3.670,25.0,19.8,16.8,0.0,145.5,145.5,12.00,8.41,0.0,5,41,-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,4.5,16.4,0,0,0,8.41,0.00,-25,-1.0,0,0,0,-1,0,2,99.55,0,0,5,8.41,8.41,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0
2016-01-19 16:39:37,3.667,3.667,0,3.667,3.770,25.0,19.8,16.8,0.0,145.5,145.5,12.00,8.41,0.0,2,36,-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,4.5,15.7,0,0,0,8.41,0.00,-25,-1.0,0,0,0,-1,0,2,99.59,0,0,2,8.41,8.41,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0
2016-01-19 16:39:42,3.750,3.750,0,3.750,3.840,25.0,19.8,16.8,0.0,145.5,145.5,12.00,8.41,0.0,2,35,-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,4.5,15.4,0,0,0,8.41,0.00,-25,-1.0,0,0,0,-1,0,2,99.59,0,0,2,8.41,8.41,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0
2016-01-19 16:39:47,3.833,3.833,0,3.833,3.940,25.0,19.8,16.8,0.0,145.5,145.5,12.00,8.41,0.0,0,31,-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,4.5,15.7,0,0,0,8.41,0.00,-25,-1.0,0,0,0,-1,0,2,99.59,0,0,0,8.41,8.41,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0
2016-01-19 16:39:52,3.917,3.917,0,3.917,4.010,25.0,19.8,16.8,0.0,145.5,145.5,12.00,8.40,0.0,0,30,-25,0.0,0.0,0.0,0.0,0.0,0.0,1.7,4.5,4.5,15.9,0,0,0,8.40,0.00,-25,-1.0,0,0,0,-1,1,2,99.63,0,0,0,8.40,8.4,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0
2016-01-19 16:39:57,4.000,4.000,0,4.000,4.110,25.0,19.8,16.8,0.0,145.5,145.5,12.00,8.39,0.0,595,738,-25,0.0,0.0,0.0,0.0,0.0,0.0,1.8,4.7,4.7,16.2,0,0,0,8.39,0.00,-25,-1.0,0,0,0,-1,1,2,99.71,0,0,595,8.39,8.39,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0
2016-01-19 16:40:02,4.083,4.083,0,4.083,4.170,25.0,19.8,16.8,0.0,145.5,145.5,12.00,8.39,0.0,2395,2523,-25,0.0,0.0,0.0,0.0,0.0,0.0,1.8,4.8,4.8,16.5,0,0,0,8.39,0.00,-25,-1.0,0,0,0,-1,1,2,99.67,0,0,2395,8.39,8.39,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0
2016-01-19 16:40:07,4.167,4.167,0,4.167,4.270,25.0,19.8,16.8,0.0,145.5,145.5,12.00,8.41,0.0,4006,4073,-25,0.0,0.0,0.0,0.0,0.0,0.0,1.7,5.0,5.0,16.2,0,0,0,8.41,0.00,-25,-1.0,0,0,0,-1,1,2,99.59,0,0,4006,8.41,8.41,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0
2016-01-19 16:40:12,4.250,4.250,0,4.250,4.340,25.0,19.8,16.8,0.0,145.5,145.5,12.00,8.40,0.0,4025,4171,-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,5.1,15.4,0,0,0,8.40,0.00,-25,-1.0,0,0,0,-1,0,2,99.63,0,0,4025,8.40,8.4,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0
2016-01-19 16:40:17,4.333,4.333,0,4.333,4.440,25.0,19.8,16.8,0.0,145.5,145.5,12.00,8.40,0.0,3933,4069,-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,5.1,15.3,0,0,0,8.40,0.00,-25,-1.0,0,0,0,-1,0,2,99.63,0,0,3933,8.40,8.4,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0
2016-01-19 16:40:22,4.417,4.417,0,4.417,4.510,25.0,19.8,16.8,0.0,145.5,145.5,12.00,8.40,0.0,3900,4029,-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,5.1,14.7,0,0,0,8.40,0.00,-25,-1.0,0,0,0,-1,0,2,99.63,0,0,3900,8.40,8.4,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0
2016-01-19 16:40:27,4.500,4.500,0,4.500,4.610,25.0,19.8,16.8,0.0,145.5,145.5,12.00,8.39,0.0,3858,3987,-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,5.1,14.6,0,0,0,8.39,0.00,-25,-1.0,0,0,0,-1,0,2,99.71,0,0,3858,8.39,8.39,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0
2016-01-19 16:40:32,4.583,4.583,0,4.583,4.670,25.0,19.8,16.8,0.0,145.5,145.5,12.00,8.39,0.0,3839,3963,-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,5.1,14.9,0,0,0,8.39,0.00,-25,-1.0,0,0,0,-1,0,2,99.67,0,0,3839,8.39,8.39,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0
2016-01-19 16:40:37,4.667,4.667,0,4.667,4.770,25.0,19.8,16.8,0.0,145.5,145.5,12.00,8.39,0.0,3816,3934,-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,5.1,16.1,0,0,0,8.39,0.00,-25,-1.0,0,0,0,-1,0,2,99.67,0,0,3816,8.39,8.39,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0
2016-01-19 16:40:42,4.750,4.750,0,4.750,4.840,25.0,19.8,16.8,0.0,145.5,145.5,12.00,8.40,0.0,3803,3920,-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,5.1,16.6,0,0,0,8.40,0.00,-25,-1.0,0,0,0,-1,0,2,99.63,0,0,3803,8.40,8.4,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0
2016-01-19 16:40:47,4.833,4.833,0,4.833,4.940,25.0,19.8,16.8,0.0,145.5,145.5,12.00,8.40,0.0,3783,3901,-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,5.1,14.9,0,0,0,8.40,0.00,-25,-1.0,0,0,0,-1,0,2,99.63,0,0,3783,8.40,8.4,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0
2016-01-19 16:40:52,4.917,4.917,0,4.917,5.010,25.0,19.8,16.8,0.0,145.5,145.5,12.00,8.39,0.0,3776,3893,-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,5.1,15.0,0,0,0,8.39,0.00,-25,-1.0,0,0,0,-1,0,2,99.67,0,0,3776,8.39,8.39,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0
2016-01-19 16:40:57,5.000,5.000,0,5.000,5.110,25.0,19.8,16.8,0.0,145.5,145.5,12.00,8.39,0.0,3766,3880,-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,5.1,14.9,0,0,0,8.39,0.00,-25,-1.0,0,0,0,-1,0,2,99.67,0,0,3766,8.39,8.39,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0
2016-01-19 16:41:02,5.083,5.083,0,5.083,5.170,25.0,19.8,16.8,0.0,145.5,145.5,12.00,8.39,0.0,3758,3874,-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,5.1,15.9,0,0,0,8.39,0.00,-25,-1.0,0,0,0,-1,0,2,99.67,0,0,3758,8.39,8.39,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0
2016-01-19 16:41:07,5.167,5.167,0,5.167,5.280,25.0,19.8,16.8,0.0,145.5,145.5,12.00,8.39,0.0,3750,3865,-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,5.1,16.4,0,0,0,8.39,0.00,-25,-1.0,0,0,0,-1,0,2,99.71,0,0,3750,8.39,8.39,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0
2016-01-19 16:41:12,5.250,5.250,0,5.250,5.340,25.0,19.8,16.8,0.0,145.5,145.5,12.00,8.39,0.0,2597,2689,-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,5.1,16.2,0,0,0,8.39,0.00,-25,-1.0,0,0,0,-1,0,2,99.67,0,0,2597,8.39,8.39,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0
2016-01-19 16:41:17,5.333,5.333,0,5.333,5.440,25.0,19.8,16.8,0.0,145.5,145.5,12.00,8.39,0.0,0,39,-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,5.1,15.9,0,0,0,8.39,0.00,-25,-1.0,0,0,0,-1,0,2,99.71,0,0,0,8.39,8.39,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0
2016-01-19 16:41:22,5.417,5.417,0,5.417,5.510,25.0,19.8,16.8,0.0,145.5,145.5,12.00,8.39,0.0,-11,31,-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,5.1,15.4,0,0,0,8.39,0.00,-25,-1.0,0,0,0,-1,0,2,99.67,0,0,-11,8.39,8.39,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0
2016-01-19 16:41:27,5.500,5.500,0,5.500,5.610,25.0,19.8,16.8,0.0,145.5,145.5,12.00,8.39,0.0,-12,28,-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,5.1,14.6,0,0,0,8.39,0.00,-25,-1.0,0,0,0,-1,0,2,99.67,0,0,-12,8.39,8.39,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0
2016-01-19 16:41:32,5.583,5.583,0,5.583,5.680,25.0,19.8,16.8,0.0,145.5,145.5,12.00,8.39,0.0,-12,27,-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,5.1,15.6,0,0,0,8.39,0.00,-25,-1.0,0,0,0,-1,0,2,99.67,0,0,-12,8.39,8.39,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0
