2016-01-19 16:35:57,Elapsed Time (min),Stage Time (min),Stage Number,Clock Time (min),Falcon_ET (min),Cem-Gate Target (%),Cem-Gate Actual (%),Mix-Water Target (gpm),Mix-Water Actual (gpm),Mix-Water Stage (gal),Mix-Water Total (gal),Target Density (ppg),Actual Density (ppg),Dry-Cem target (lbm/min),Pressure_1 (psi),Pressure_2 (psi),Pressure_3 (psi),Mech.Rate 1 (bpm),Mech.Rate 2 (bpm),Mech.Rate 1+2 (bpm),Flow 3 (bpm),Flow 3 Stage (bbl),Flow 3 Total (bbl),Disch Rate (bpm),Disch Stage (bbl),Disch Total (bbl),Actual Tub Level (%),-,Cement Slurry Type,Falcon Stage No.,Mass Dens (ppg),Nuclear Dens (ppg),J22-Temp (°F),Target Tub Level (%),Tub SW,Water SW,Gate SW,Bypass SW,Downhole SW,UL_OprMode,Liq_Vol_Fact,Event Code,-,Pressure (psi),Slurry Density (ppg),Slurry Density (0),Add 1 Rate (gpm),Add 1 Ratio (gpt),Add 1 Stage Total (gal),Add 1 Total (gal),Add 2 Rate (gpm),Add 2 Ratio (gpt),Add 2 Stage Total (gal),Add 2 Total (gal)
2016-01-19 17:42:27,66.500,66.500,0,66.500,66.310,0.0,99.7,0.0,0.0,8364.9,8364.9,14.00,14.43,0.0,44,33,-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,266.0,0.3,0,2,0,14.43,0.00,-25,-1.0,0,0,-1,1,0,2,62.75,0,0,44,14.43,14.43,0.01,0.0,0.0,0.0,0.00,0.0,0.0,0.0
2016-01-19 17:42:32,66.583,66.583,0,66.583,66.370,0.0,99.6,0.0,0.0,8364.9,8364.9,14.00,14.43,0.0,43,33,-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,266.0,0.3,0,2,0,14.43,0.00,-25,-1.0,0,0,-1,1,0,2,62.75,0,0,43,14.43,14.43,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0
2016-01-19 17:42:37,66.667,66.667,0,66.667,66.470,0.0,99.6,0.0,0.0,8364.9,8364.9,14.00,14.44,0.0,45,33,-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,266.0,0.3,0,2,0,14.44,0.00,-25,-1.0,0,0,-1,1,0,2,62.71,0,0,45,14.44,14.44,0.01,0.0,0.0,0.0,0.00,0.0,0.0,0.0
2016-01-19 17:42:42,66.750,66.750,0,66.750,66.540,0.0,99.7,0.0,0.0,8364.9,8364.9,14.00,14.44,0.0,44,32,-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,266.0,0.3,0,2,0,14.44,0.00,-25,-1.0,0,0,-1,1,0,2,62.71,0,0,44,14.44,14.44,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0
2016-01-19 17:42:47,66.833,66.833,0,66.833,66.640,0.0,99.7,0.0,0.0,8364.9,8364.9,14.00,14.44,0.0,44,33,-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,266.0,0.3,0,2,0,14.44,0.00,-25,-1.0,0,0,-1,1,0,2,62.71,0,0,44,14.44,14.44,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0
2016-01-19 17:42:52,66.917,66.917,0,66.917,66.710,0.0,99.7,0.0,0.0,8364.9,8364.9,14.00,14.44,0.0,44,33,-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,266.0,0.3,0,2,0,14.44,0.00,-25,-1.0,0,0,-1,1,0,2,62.71,0,0,44,14.44,14.44,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0
2016-01-19 17:42:57,67.000,67.000,0,67.000,66.810,0.0,99.7,0.0,0.0,8364.9,8364.9,14.00,14.44,0.0,43,33,-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,266.0,0.3,0,2,0,14.44,0.00,-25,-1.0,0,0,-1,1,0,2,62.71,0,0,43,14.44,14.44,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0
2016-01-19 17:43:02,67.083,67.083,0,67.083,66.880,0.0,99.7,0.0,0.0,8364.9,8364.9,14.00,14.44,0.0,43,32,-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,266.0,0.3,0,2,0,14.44,0.00,-25,-1.0,0,0,-1,1,0,2,62.71,0,0,43,14.44,14.44,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0
2016-01-19 17:43:07,67.167,67.167,0,67.167,66.980,0.0,99.7,0.0,0.0,8364.9,8364.9,14.00,14.44,0.0,43,33,-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,266.0,0.3,0,2,0,14.44,0.00,-25,-1.0,0,0,-1,1,0,2,62.71,0,0,43,14.44,14.44,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0
2016-01-19 17:43:12,67.250,67.250,0,67.250,67.040,0.0,99.7,0.0,0.0,8364.9,8364.9,14.00,14.44,0.0,43,34,-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,266.0,0.3,0,2,0,14.44,0.00,-25,-1.0,0,0,-1,1,0,2,62.71,0,0,43,14.44,14.44,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0
2016-01-19 17:43:17,67.333,67.333,0,67.333,67.140,0.0,99.7,0.0,0.0,8364.9,8364.9,14.00,14.44,0.0,43,34,-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,266.0,0.3,0,2,0,14.44,0.00,-25,-1.0,0,0,-1,1,0,2,62.71,0,0,43,14.44,14.44,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0
2016-01-19 17:43:22,67.417,67.417,0,67.417,67.210,0.0,99.7,0.0,0.0,8364.9,8364.9,14.00,14.44,0.0,43,34,-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,266.0,0.3,0,2,0,14.44,0.00,-25,-1.0,0,0,-1,1,0,2,62.71,0,0,43,14.44,14.44,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0
2016-01-19 17:43:27,67.500,67.500,0,67.500,67.310,0.0,99.7,0.0,0.0,8364.9,8364.9,14.00,14.44,0.0,43,33,-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,266.0,0.3,0,2,0,14.44,0.00,-25,-1.0,0,0,-1,1,0,2,62.71,0,0,43,14.44,14.44,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0
2016-01-19 17:43:32,67.583,67.583,0,67.583,67.380,0.0,99.7,0.0,0.0,8364.9,8364.9,14.00,14.44,0.0,43,34,-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,266.0,0.3,0,2,0,14.44,0.00,-25,-1.0,0,0,-1,1,0,2,62.71,0,0,43,14.44,14.44,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0
2016-01-19 17:43:37,67.667,67.667,0,67.667,67.480,0.0,99.7,0.0,0.0,8364.9,8364.9,14.00,14.44,0.0,43,33,-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,266.0,0.3,0,2,0,14.44,0.00,-25,-1.0,0,0,-1,1,0,2,62.71,0,0,43,14.44,14.44,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0
2016-01-19 17:43:42,67.750,67.750,0,67.750,67.550,0.0,99.7,0.0,0.0,8364.9,8364.9,14.00,14.44,0.0,43,34,-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,266.0,0.3,0,2,0,14.44,0.00,-25,-1.0,0,0,-1,1,0,2,62.71,0,0,43,14.44,14.44,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0
2016-01-19 17:43:47,67.833,67.833,0,67.833,67.650,0.0,99.7,0.0,0.0,8364.9,8364.9,14.00,14.44,0.0,43,34,-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,266.0,0.3,0,2,0,14.44,0.00,-25,-1.0,0,0,-1,1,0,2,62.71,0,0,43,14.44,14.44,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0
2016-01-19 17:43:52,67.917,67.917,0,67.917,67.710,0.0,99.7,0.0,0.0,8364.9,8364.9,14.00,14.44,0.0,43,33,-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,266.0,0.3,0,2,0,14.44,0.00,-25,-1.0,0,0,-1,1,0,2,62.71,0,0,43,14.44,14.44,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0
2016-01-19 17:43:57,68.000,68.000,0,68.000,67.820,0.0,99.7,0.0,0.0,8364.9,8364.9,14.00,14.44,0.0,42,34,-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,266.0,0.3,0,2,0,14.44,0.00,-25,-1.0,0,0,-1,1,0,2,62.71,0,0,42,14.44,14.44,0.00,0.1,0.0,0.0,0.00,0.0,0.0,0.0
2016-01-19 17:44:02,68.083,68.083,0,68.083,67.880,12.6,99.7,0.0,27.1,8366.0,8366.0,14.00,14.44,354.5,42,33,-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,266.0,0.3,0,2,0,14.44,0.00,-25,-1.0,0,0,-1,1,0,2,62.71,0,0,42,14.44,14.44,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0
2016-01-19 17:44:07,68.167,68.167,0,68.167,67.980,0.0,99.7,0.0,0.0,8367.1,8367.1,14.00,14.44,0.0,43,34,-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,266.0,0.3,0,2,0,14.44,0.00,-25,-1.0,0,0,-1,1,0,2,62.71,0,0,43,14.44,14.44,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0
2016-01-19 17:44:12,68.250,68.250,0,68.250,68.050,0.0,99.7,0.0,0.0,8367.1,8367.1,14.00,14.44,0.0,42,33,-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,266.0,0.3,0,2,0,14.44,0.00,-25,-1.0,0,0,-1,1,0,2,62.71,0,0,42,14.44,14.44,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0
2016-01-19 17:44:17,68.333,68.333,0,68.333,68.150,0.0,99.7,0.0,0.0,8367.1,8367.1,14.00,14.44,0.0,42,33,-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,266.0,0.3,0,2,0,14.44,0.00,-25,-1.0,0,0,-1,1,0,2,62.71,0,0,42,14.44,14.44,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0
2016-01-19 17:44:22,68.417,68.417,0,68.417,68.220,0.0,99.7,0.0,0.0,8367.1,8367.1,14.00,14.44,0.0,42,34,-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,266.0,0.3,0,2,0,14.44,0.00,-25,-1.0,0,0,-1,1,0,2,62.71,0,0,42,14.44,14.44,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0
2016-01-19 17:44:27,68.500,68.500,0,68.500,68.320,0.0,99.7,0.0,0.0,8367.1,8367.1,14.00,14.44,0.0,43,34,-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,266.0,0.3,0,2,0,14.44,0.00,-25,-1.0,0,0,-1,1,0,2,62.71,0,0,43,14.44,14.44,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0
2016-01-19 17:44:32,68.583,68.583,0,68.583,68.390,0.0,99.7,0.0,0.0,8367.1,8367.1,14.00,14.44,0.0,42,33,-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,266.0,0.3,0,2,0,14.44,0.00,-25,-1.0,0,0,-1,1,0,2,62.67,0,0,42,14.44,14.44,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0
2016-01-19 17:44:37,68.667,68.667,0,68.667,68.490,0.0,99.7,0.0,0.0,8367.1,8367.1,14.00,14.44,0.0,42,33,-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,266.0,0.3,0,2,0,14.44,0.00,-25,-1.0,0,0,-1,1,0,2,62.71,0,0,42,14.44,14.44,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0
2016-01-19 17:44:42,68.750,68.750,0,68.750,68.550,0.0,99.7,0.0,0.0,8367.1,8367.1,14.00,14.44,0.0,42,33,-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,266.0,0.3,0,2,0,14.44,0.00,-25,-1.0,0,0,-1,1,0,2,62.67,0,0,42,14.44,14.44,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0
2016-01-19 17:44:47,68.833,68.833,0,68.833,68.650,0.0,99.7,0.0,0.0,8367.1,8367.1,14.00,14.44,0.0,43,33,-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,266.0,0.3,0,2,0,14.44,0.00,-25,-1.0,0,0,-1,1,0,2,62.67,0,0,43,14.44,14.44,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0
2016-01-19 17:44:52,68.917,68.917,0,68.917,68.720,0.0,99.7,0.0,0.0,8367.1,8367.1,14.00,14.44,0.0,43,33,-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,266.0,0.3,0,2,0,14.44,0.00,-25,-1.0,0,0,-1,1,0,2,62.67,0,0,43,14.44,14.44,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0
2016-01-19 17:44:57,69.000,69.000,0,69.000,68.820,0.0,99.7,0.0,0.0,8367.1,8367.1,14.00,14.44,0.0,42,33,-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,266.0,0.3,0,2,0,14.44,0.00,-25,-1.0,0,0,-1,1,0,2,62.67,0,0,42,14.44,14.44,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0
2016-01-19 17:45:02,69.083,69.083,0,69.083,68.890,0.0,99.7,0.0,0.0,8367.1,8367.1,14.00,14.44,0.0,42,33,-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,266.0,0.3,0,2,0,14.44,0.00,-25,-1.0,0,0,-1,1,0,2,62.67,0,0,42,14.44,14.44,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0
2016-01-19 17:45:07,69.167,69.167,0,69.167,68.990,0.0,99.7,0.0,0.0,8367.1,8367.1,14.00,14.44,0.0,41,32,-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,266.0,0.3,0,2,0,14.44,0.00,-25,-1.0,0,0,-1,1,0,2,62.67,0,0,41,14.44,14.44,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0
2016-01-19 17:45:12,69.250,69.250,0,69.250,69.060,0.0,99.7,0.0,0.0,8367.1,8367.1,14.00,14.44,0.0,42,32,-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,266.0,0.3,0,2,0,14.44,0.00,-25,-1.0,0,0,-1,1,0,2,62.67,0,0,42,14.44,14.44,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0
2016-01-19 17:45:17,69.333,69.333,0,69.333,69.160,0.0,99.7,0.0,0.0,8367.1,8367.1,14.00,14.44,0.0,42,33,-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,266.0,0.3,0,2,0,14.44,0.00,-25,-1.0,0,0,-1,1,0,2,62.67,0,0,42,14.44,14.44,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0
2016-01-19 17:45:22,69.417,69.417,0,69.417,69.230,0.0,99.7,0.0,0.0,8367.1,8367.1,14.00,14.44,0.0,42,33,-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,266.0,0.3,0,2,0,14.44,0.00,-25,-1.0,0,0,-1,1,0,2,62.71,0,0,42,14.44,14.44,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0
2016-01-19 17:45:27,69.500,69.500,0,69.500,69.330,0.0,99.7,0.0,0.0,8367.1,8367.1,14.00,14.44,0.0,41,30,-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,266.0,0.3,0,2,0,14.44,0.00,-25,-1.0,0,0,-1,1,0,2,62.67,0,0,41,14.44,14.44,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0
2016-01-19 17:45:32,69.583,69.583,0,69.583,69.390,0.0,99.7,0.0,0.0,8367.1,8367.1,14.00,14.44,0.0,41,32,-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,266.0,0.3,0,2,0,14.44,0.00,-25,-1.0,0,0,-1,1,0,2,62.67,0,0,41,14.44,14.44,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0
2016-01-19 17:45:37,69.667,69.667,0,69.667,69.490,0.0,99.7,0.0,0.0,8367.1,8367.1,14.00,14.44,0.0,41,33,-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,266.0,0.3,0,2,0,14.44,0.00,-25,-1.0,0,0,-1,1,0,2,62.67,0,0,41,14.44,14.44,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0
2016-01-19 17:45:42,69.750,69.750,0,69.750,69.560,0.0,99.7,0.0,0.0,8367.1,8367.1,14.00,14.44,0.0,41,33,-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,266.0,0.3,0,2,0,14.44,0.00,-25,-1.0,0,0,-1,1,0,2,62.67,0,0,41,14.44,14.44,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0
2016-01-19 17:45:47,69.833,69.833,0,69.833,69.660,0.0,99.7,0.0,0.0,8367.1,8367.1,14.00,14.44,0.0,42,34,-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,266.0,0.3,0,2,0,14.44,0.00,-25,-1.0,0,1,0,1,0,2,62.67,0,0,42,14.44,14.44,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0
2016-01-19 17:45:52,69.917,69.917,0,69.917,69.730,18.2,99.7,0.0,45.3,8369.0,8369.0,14.00,14.44,591.5,43,34,-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,266.0,0.3,0,2,0,14.44,0.00,-25,-1.0,0,1,0,1,0,2,62.67,0,0,43,14.44,14.44,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0
2016-01-19 17:45:57,70.000,70.000,0,70.000,69.830,27.2,99.7,0.0,95.3,8374.9,8374.9,14.00,14.44,1244.9,42,34,-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,266.0,0.3,0,2,0,14.44,0.00,-25,-1.0,0,0,0,1,0,2,62.67,0,0,42,14.44,14.44,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0
2016-01-19 17:46:02,70.083,70.083,0,70.083,69.900,0.0,99.7,0.0,0.0,8378.8,8378.8,14.00,14.44,0.0,41,34,-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,266.0,0.3,0,2,0,14.44,0.00,-25,-1.0,0,0,0,1,0,2,62.67,0,0,41,14.44,14.44,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0
2016-01-19 17:46:07,70.167,70.167,0,70.167,70.000,0.0,99.7,0.0,0.0,8378.8,8378.8,14.00,14.44,0.0,42,34,-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,266.0,0.3,0,2,0,14.44,0.00,-25,-1.0,0,0,0,1,0,2,62.67,0,0,42,14.44,14.44,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0
2016-01-19 17:46:12,70.250,70.250,0,70.250,70.060,0.0,99.7,0.0,0.0,8378.8,8378.8,14.00,14.52,0.0,41,34,-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,266.0,0.3,0,2,0,14.52,0.00,-25,-1.0,0,0,0,1,0,2,62.22,0,0,41,14.52,14.52,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0
2016-01-19 17:46:17,70.333,70.333,0,70.333,70.170,0.0,99.7,0.0,0.0,8378.8,8378.8,14.00,14.55,0.0,41,34,-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,266.0,0.3,0,2,0,14.55,0.00,-25,-1.0,0,0,0,1,0,2,62.04,0,0,41,14.55,14.55,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0
2016-01-19 17:46:22,70.417,70.417,0,70.417,70.230,0.0,99.7,0.0,0.0,8378.8,8378.8,14.00,14.55,0.0,42,33,-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,266.0,0.3,0,2,0,14.55,0.00,-25,-1.0,0,0,0,1,0,2,62.04,0,0,42,14.55,14.55,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0
2016-01-19 17:46:27,70.500,70.500,0,70.500,70.330,0.0,99.7,0.0,0.0,8378.8,8378.8,14.00,14.56,0.0,41,32,-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,266.0,0.3,0,2,0,14.56,0.00,-25,-1.0,0,0,0,1,0,2,61.96,0,0,41,14.56,14.56,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0
2016-01-19 17:46:32,70.583,70.583,0,70.583,70.400,0.0,99.7,0.0,0.0,8378.8,8378.8,14.00,14.58,0.0,39,30,-25,0.4,0.4,0.7,0.0,0.0,0.0,0.0,64.0,266.0,0.3,0,2,0,14.58,0.00,-25,-1.0,0,0,0,-1,1,2,61.85,0,0,39,14.58,14.58,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0
2016-01-19 17:46:37,70.667,70.667,0,70.667,70.500,0.0,99.7,4.1,0.0,8378.8,8378.8,14.00,14.08,0.0,53,37,-25,0.6,0.7,1.3,0.0,0.0,0.0,0.2,64.0,266.0,0.3,0,2,0,14.08,0.00,-25,-1.0,0,0,0,-1,1,2,64.88,0,0,53,14.08,14.08,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0
2016-01-19 17:46:42,70.750,70.750,0,70.750,70.570,0.0,99.7,10.5,0.0,8378.8,8378.8,14.00,12.81,0.0,90,75,-25,0.6,1.3,1.9,0.0,0.0,0.0,0.4,64.0,266.0,0.3,0,2,0,12.81,0.00,-25,-1.0,0,0,0,-1,1,2,72.65,0,0,90,12.81,12.81,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0
2016-01-19 17:46:47,70.833,70.833,0,70.833,70.670,0.0,99.6,44.6,0.0,8378.8,8378.8,14.00,10.83,0.0,110,105,-25,0.6,1.3,1.9,0.0,0.0,0.0,1.6,0.1,266.1,0.3,0,2,0,10.83,0.00,-25,-1.0,0,0,0,-1,1,2,84.79,0,0,110,10.83,10.83,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0
2016-01-19 17:46:52,70.917,70.917,0,70.917,70.740,0.0,99.7,55.1,0.0,8378.8,8378.8,14.00,10.56,0.0,110,106,-25,0.6,1.3,1.8,0.0,0.0,0.0,2.0,0.2,266.2,0.3,0,2,0,10.56,0.00,-25,-1.0,0,0,0,-1,1,2,86.44,0,0,110,10.56,10.56,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0
2016-01-19 17:46:57,71.000,71.000,0,71.000,70.840,10.1,99.7,64.2,0.4,8378.9,8378.9,14.00,10.52,5.3,107,99,-25,0.7,1.3,2.0,0.0,0.0,0.0,2.3,0.4,266.5,0.3,0,2,0,10.52,0.00,-25,-1.0,0,0,0,-1,1,2,86.7,0,0,107,10.52,10.52,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0
2016-01-19 17:47:02,71.083,71.083,0,71.083,70.900,0.0,99.7,67.7,0.0,8378.9,8378.9,14.00,10.50,0.0,97,87,-25,1.3,1.3,2.6,0.0,0.0,0.0,2.5,0.6,266.6,0.3,0,2,0,10.50,0.00,-25,-1.0,0,0,0,-1,1,2,86.81,0,0,97,10.50,10.5,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0
2016-01-19 17:47:07,71.167,71.167,0,71.167,71.000,0.0,99.7,55.3,0.0,8378.9,8378.9,14.00,10.37,0.0,60,57,-25,1.3,1.3,2.6,0.0,0.0,0.0,2.0,0.8,266.9,0.3,0,2,0,10.37,0.00,-25,-1.0,0,0,0,-1,1,2,87.59,0,0,60,10.37,10.37,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0
2016-01-19 17:47:12,71.250,71.250,0,71.250,71.070,0.0,99.7,16.3,0.0,8378.9,8378.9,14.00,9.93,0.0,33,26,-25,1.3,1.3,2.5,0.0,0.0,0.0,0.6,0.9,266.9,0.3,0,2,0,9.93,0.00,-25,-1.0,0,0,0,-1,1,2,90.32,0,0,33,9.93,9.93,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0
2016-01-19 17:47:17,71.333,71.333,0,71.333,71.170,0.0,99.7,4.3,0.0,8378.9,8378.9,14.00,9.30,0.0,37,32,-25,1.3,1.3,2.6,0.0,0.0,0.0,0.2,0.9,267.0,0.3,0,2,0,9.30,0.00,-25,-1.0,0,0,0,-1,1,2,94.13,0,0,37,9.30,9.3,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0
2016-01-19 17:47:22,71.417,71.417,0,71.417,71.240,0.0,99.7,35.6,0.0,8378.9,8378.9,14.00,9.07,0.0,69,63,-25,1.3,1.3,2.6,0.0,0.0,0.0,1.3,1.0,267.0,0.3,0,2,0,9.07,0.00,-25,-1.0,0,0,0,-1,1,2,95.55,0,0,69,9.07,9.07,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0
2016-01-19 17:47:27,71.500,71.500,0,71.500,71.340,0.0,99.7,69.5,0.0,8378.9,8378.9,14.00,9.09,0.0,91,88,-25,1.3,1.3,2.6,0.0,0.0,0.0,2.5,1.2,267.2,0.3,0,2,0,9.09,0.00,-25,-1.0,0,0,0,-1,1,2,95.44,0,0,91,9.09,9.09,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0
2016-01-19 17:47:32,71.583,71.583,0,71.583,71.410,0.0,99.7,73.8,0.0,8378.9,8378.9,14.00,8.89,0.0,93,89,-25,1.3,1.3,2.6,0.0,0.0,0.0,2.7,1.4,267.4,0.9,0,2,0,8.89,0.00,-25,-1.0,0,0,0,-1,1,2,96.64,0,0,93,8.89,8.89,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0
2016-01-19 17:47:37,71.667,71.667,0,71.667,71.510,0.0,99.7,77.6,0.0,8378.9,8378.9,14.00,8.74,0.0,92,89,-25,1.3,1.3,2.6,0.0,0.0,0.0,2.8,1.6,267.7,22.5,0,2,0,8.74,0.00,-25,-1.0,0,0,0,-1,1,2,97.57,0,0,92,8.74,8.74,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0
2016-01-19 17:47:42,71.750,71.750,0,71.750,71.580,0.0,99.7,80.4,0.0,8378.9,8378.9,14.00,8.69,0.0,92,90,-25,1.3,1.3,2.6,0.0,0.0,0.0,2.9,1.8,267.9,35.0,0,2,0,8.69,0.00,-25,-1.0,0,0,0,-1,1,2,97.91,0,0,92,8.69,8.69,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0
2016-01-19 17:47:47,71.833,71.833,0,71.833,71.680,0.0,99.7,83.9,0.0,8378.9,8378.9,14.00,8.68,0.0,90,86,-25,2.8,2.7,5.6,0.0,0.0,0.0,3.1,2.1,268.1,55.8,0,2,0,8.68,0.00,-25,-1.0,0,0,0,-1,1,2,97.98,0,0,90,8.68,8.68,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0
2016-01-19 17:47:52,71.917,71.917,0,71.917,71.740,0.0,99.7,87.0,0.0,8378.9,8378.9,14.00,8.67,0.0,89,86,-25,2.8,2.7,5.6,0.0,0.0,0.0,3.2,2.3,268.4,62.2,0,2,0,8.67,0.00,-25,-1.0,0,0,0,-1,1,2,98.02,0,0,89,8.67,8.67,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0
