Elapsed Time (min),Pressure,Density,Rate,Stage Number
,,,,
0.017,8,8.34,0,0
0.033,8,8.34,0,0
0.05,8,8.34,0,0
0.067,8,8.34,0,0
0.083,8,8.34,0,0
0.1,8,8.34,0,0
0.117,8,8.34,0,0
0.133,8,8.34,0,0
0.15,8,8.34,0,0
0.167,8,8.34,0,0
0.183,8,8.34,0,0
0.2,8,8.34,0,0
0.217,8,8.34,0,0
0.233,8,8.34,0,0
0.25,8,8.34,0,0
0.267,8,8.34,0,0
0.283,8,8.34,0,0
0.3,8,8.34,0,0
0.317,8,8.34,0,0
0.333,8,8.34,0,0
0.35,8,8.34,0,0
0.367,8,8.34,0,0
0.383,8,8.34,0,0
0.4,8,8.34,0,0
0.417,7,8.34,0,0
0.433,7,8.34,0,0
0.45,6,8.34,0,0
0.467,6,8.34,0,0
0.483,6,8.34,0,0
0.5,6,8.34,0,0
0.517,6,8.34,0,0
0.533,6,8.34,0,0
0.55,6,8.34,0,0
0.567,6,8.34,0,0
0.583,6,8.34,0,0
0.6,6,8.34,0,0
0.617,7,8.34,0,0
0.633,7,8.34,0,0
0.65,7,8.34,0,0
0.667,7,8.34,0,0
0.683,7,8.34,0,0
0.7,7,8.34,0,0
0.717,7,8.34,0,0
0.733,7,8.34,0,0
0.75,7,8.34,0,0
0.767,7,8.34,0,0
0.783,7,8.34,0,0
0.8,7,8.34,0,0
0.817,7,8.34,0,0
0.833,7,8.34,0,0
0.85,7,8.34,0,0
0.867,7,8.34,0,0
0.883,7,8.34,0,0
0.9,6,8.34,0,0
0.917,6,8.34,0,0
0.933,6,8.34,0,0
0.95,6,8.34,0,0
0.967,6,8.34,0,0
0.983,6,8.34,0,0
1,6,8.34,0,0
1.017,7,8.34,0,0
1.033,7,8.34,0,0
1.05,7,8.34,0,0
1.067,7,8.34,0,0
1.083,7,8.34,0,0
1.1,7,8.34,0,0
1.117,7,8.34,0,0
1.133,7,8.34,0,0
1.15,7,8.34,0,0
1.167,7,8.34,0,0
1.183,7,8.34,0,0
1.2,7,8.34,0,0
1.217,7,8.34,0,0
1.233,7,8.34,0,0
1.25,7,8.34,0,0
1.267,7,8.34,0,0
1.283,7,8.34,0,0
1.3,7,8.34,0,0
1.317,7,8.34,0,0
1.333,7,8.34,0,0
1.35,7,8.34,0,0
1.367,7,8.34,0,0
1.383,7,8.34,0,0
1.4,7,8.34,0,0
1.417,7,8.34,0,0
1.433,7,8.34,0,0
1.45,7,8.34,0,0
1.467,7,8.34,0,0
1.483,7,8.34,0,0
1.5,7,8.34,0,0
1.517,7,8.34,0,0
1.533,7,8.34,0,0
1.55,7,8.34,0,0
1.567,7,8.34,0,0
1.583,7,8.34,0,0
1.6,7,8.34,0,0
1.617,7,8.34,0,0
1.633,7,8.34,0,0
1.65,7,8.34,0,0
1.667,7,8.34,0,0
1.683,7,8.34,0,0
1.7,7,8.34,0,0
1.717,7,8.34,0,0
1.733,7,8.34,0,0
1.75,7,8.34,0,0
1.767,7,8.34,0,0
1.783,7,8.34,0,0
1.8,7,8.34,0,0
1.817,7,8.34,0,0
1.833,7,8.34,0,0
1.85,7,8.34,0,0
1.867,7,8.34,0,0
1.883,7,8.34,0,0
1.9,7,8.34,0,0
1.917,7,8.34,0,0
1.933,7,8.34,0,0
1.95,7,8.34,0,0
1.967,7,8.34,0,0
1.983,7,8.34,0,0
2,7,8.34,0,0
2.017,7,8.34,0,0
2.033,7,8.34,0,0
2.05,7,8.34,0,0
2.067,7,8.34,0,0
2.083,7,8.34,0,0
2.1,7,8.34,0,0
2.117,7,8.34,0,0
2.133,7,8.34,0,0
2.15,7,8.34,0,0
2.167,7,8.34,0,0
2.183,7,8.34,0,0
2.2,7,8.34,0,0
2.217,7,8.34,0,0
2.233,7,8.34,0.1,0
2.25,7,8.34,0.1,0
2.267,7,8.34,0.1,0
2.283,8,8.34,0.6,0
2.3,8,8.34,0.6,0
2.317,9,8.34,0.8,0
2.333,9,8.34,0.8,0
2.35,9,8.34,0.8,0
2.367,12,8.34,0.8,0
2.383,12,8.34,0.8,0
2.4,16,8.34,0.8,0
2.417,16,8.34,0.8,0
2.433,16,8.34,0.8,0
2.45,20,8.34,0.8,0
2.467,20,8.34,0.8,0
2.483,25,8.34,0.8,0
2.5,25,8.34,0.8,0
2.517,25,8.34,0.8,0
2.533,33,8.34,0.8,0
2.55,33,8.34,0.8,0
2.567,19,8.34,0.8,0
2.583,19,8.34,0.8,0
2.6,38,8.34,0.8,0
2.617,38,8.34,0.8,0
2.633,38,8.34,0.8,0
2.65,71,8.34,0.8,0
2.667,71,8.34,0.8,0
2.683,128,8.34,0.9,0
2.7,128,8.34,0.9,0
2.717,128,8.34,0.9,0
2.733,226,8.34,1.3,0
2.75,226,8.34,1.3,0
2.767,347,8.34,1.7,0
2.783,347,8.34,1.7,0
2.8,347,8.34,1.7,0
2.817,471,8.34,2.1,0
2.833,471,8.34,2.1,0
2.85,574,8.34,2.1,0
2.867,574,8.34,2.1,0
2.883,574,8.34,2.1,0
2.9,643,8.34,2,0
2.917,643,8.34,2,0
2.933,702,8.34,2,0
2.95,702,8.34,2,0
2.967,702,8.34,2,0
2.983,724,8.34,2,0
3,724,8.34,2,0
3.017,724,8.34,2,0
3.033,724,8.34,2,0
3.05,724,8.34,2,0
3.067,712,8.34,2,0
3.083,712,8.34,2,0
3.1,690,8.34,2,0
3.117,690,8.34,2,0
3.133,690,8.34,2,0
3.15,666,8.34,2,0
3.167,666,8.34,2,0
3.183,628,8.34,2,0
3.2,628,8.34,2,0
3.217,628,8.34,2,0
3.233,571,8.34,2,0
3.25,571,8.34,2,0
3.267,501,8.34,2,0
3.283,501,8.34,2,0
3.3,443,8.34,2,0
3.317,443,8.34,2,0
3.333,443,8.34,2,0
3.35,408,8.34,2,0
3.367,408,8.34,2,0
3.383,395,8.34,2,0
3.4,395,8.34,2,0
3.417,395,8.34,2,0
3.433,391,8.34,2,0
3.45,391,8.34,2,0
3.467,392,8.34,2,0
3.483,392,8.34,2,0
3.5,392,8.34,2,0
3.517,396,8.34,2,0
3.533,396,8.34,2,0
3.55,402,8.34,2,0
3.567,402,8.34,2,0
3.583,402,8.34,2,0
3.6,407,8.34,2,0
3.617,407,8.34,2,0
3.633,408,8.34,2,0
3.65,408,8.34,2,0
3.667,408,8.34,2,0
3.683,409,8.34,2,0
3.7,409,8.34,2,0
3.717,408,8.34,2,0
3.733,408,8.34,2,0
3.75,408,8.34,2,0
3.767,405,8.34,2,0
3.783,405,8.34,2,0
3.8,401,8.34,2,0
3.817,401,8.34,2,0
3.833,399,8.34,2,0
3.85,399,8.34,2,0
3.867,399,8.34,2,0
3.883,397,8.34,2,0
3.9,397,8.34,2,0
3.917,394,8.34,2,0
3.933,394,8.34,2,0
3.95,394,8.34,2,0
3.967,392,8.34,2,0
3.983,392,8.34,2,0
4,392,8.34,2,0
4.017,392,8.34,2,0
4.033,392,8.34,2,0
4.05,392,8.34,2,0
4.067,392,8.34,2,0
4.083,391,8.34,2,0
4.1,391,8.34,2,0
4.117,391,8.34,2,0
4.133,389,8.34,2,0
4.15,389,8.34,2,0
4.167,387,8.34,2,0
4.183,387,8.34,2,0
4.2,388,8.34,2,0
4.217,388,8.34,2,0
4.233,388,8.34,2,0
4.25,386,8.34,2,0
4.267,386,8.34,2,0
4.283,384,8.34,2,0
4.3,384,8.34,2,0
4.317,384,8.34,2,0
4.333,383,8.34,2,0
4.35,383,8.34,2,0
4.367,383,8.34,2,0
4.383,383,8.34,2,0
4.4,383,8.34,2,0
4.417,381,8.34,2,0
4.433,381,8.34,2,0
4.45,381,8.34,2,0
4.467,381,8.34,2,0
4.483,381,8.34,2,0
4.5,381,8.34,2,0
4.517,381,8.34,2,0
4.533,380,8.34,2,0
4.55,380,8.34,2,0
4.567,381,8.34,2,0
4.583,381,8.34,2,0
4.6,381,8.34,2,0
4.617,380,8.34,2,0
4.633,380,8.34,2,0
4.65,379,8.34,2,0
4.667,379,8.34,2,0
4.683,379,8.34,2,0
4.7,379,8.34,2,0
4.717,379,8.34,2,0
4.733,377,8.34,2,0
4.75,377,8.34,2,0
4.767,377,8.34,2,0
4.783,377,8.34,2,0
4.8,377,8.34,2,0
4.817,375,8.34,2,0
4.833,375,8.34,2,0
4.85,375,8.34,2,0
4.867,375,8.34,2,0
4.883,375,8.34,2,0
4.9,375,8.34,2,0
4.917,375,8.34,2,0
4.933,375,8.34,2,0
4.95,375,8.34,2,0
4.967,375,8.34,2,0
4.983,374,8.34,2,0
5,374,8.34,2,0
5.017,374,8.34,2,0
5.033,375,8.34,2,0
5.05,375,8.34,2,0
5.067,339,8.34,1.4,0
5.083,339,8.34,1.4,0
5.1,252,8.34,0.1,0
5.117,252,8.34,0.1,0
5.133,252,8.34,0.1,0
5.15,191,8.34,0,0
5.167,191,8.34,0,0
5.183,166,8.34,0,0
5.2,166,8.34,0,0
5.217,166,8.34,0,0
5.233,156,8.34,0,0
5.25,156,8.34,0,0
5.267,155,8.34,0,0
5.283,155,8.34,0,0
5.3,155,8.34,0,0
5.317,156,8.34,0,0
5.333,156,8.34,0,0
5.35,157,8.34,0,0
5.367,157,8.34,0,0
5.383,159,8.34,0,0
5.4,159,8.34,0,0
5.417,159,8.34,0,0
5.433,160,8.34,0,0
5.45,160,8.34,0,0
5.467,162,8.34,0,0
5.483,162,8.34,0,0
5.5,162,8.34,0,0
5.517,163,8.34,0,0
5.533,163,8.34,0,0
5.55,163,8.34,0,0
5.567,163,8.34,0,0
5.583,163,8.34,0,0
5.6,164,8.34,0,0
5.617,164,8.34,0,0
5.633,164,8.34,0,0
5.65,164,8.34,0,0
5.667,164,8.34,0,0
5.683,165,8.34,0,0
5.7,165,8.34,0,0
5.717,165,8.34,0,0
5.733,165,8.34,0,0
5.75,165,8.34,0,0
5.767,166,8.34,0,0
5.783,166,8.34,0,0
5.8,166,8.34,0,0
5.817,166,8.34,0,0
5.833,166,8.34,0,0
5.85,167,8.34,0,0
5.867,167,8.34,0,0
5.883,167,8.34,0,0
5.9,167,8.34,0,0
5.917,168,8.34,0,0
5.933,168,8.34,0,0
5.95,168,8.34,0,0
5.967,168,8.34,0,0
5.983,168,8.34,0,0
6,168,8.34,0,0
6.017,168,8.34,0,0
6.033,168,8.34,0,0
6.05,169,8.34,0,0
6.067,169,8.34,0,0
6.083,169,8.34,0,0
6.1,169,8.34,0,0
6.117,169,8.34,0,0
6.133,169,8.34,0,0
6.15,169,8.34,0,0
6.167,194,8.34,0.4,0
6.183,194,8.34,0.4,0
6.2,241,8.34,0.8,0
6.217,241,8.34,0.8,0
6.233,241,8.34,0.8,0
6.25,281,8.34,0.8,0
6.267,281,8.34,0.8,0
6.283,316,8.34,1.1,0
6.3,316,8.34,1.1,0
6.317,316,8.34,1.1,0
6.333,344,8.34,1.2,0
6.35,344,8.34,1.2,0
6.367,376,8.34,1.3,0
6.383,376,8.34,1.3,0
6.4,376,8.34,1.3,0
6.417,426,8.34,1.8,0
6.433,426,8.34,1.8,0
6.45,467,8.34,2,0
6.467,467,8.34,2,0
6.483,474,8.34,2,0
6.5,474,8.34,2,0
6.517,474,8.34,2,0
6.533,469,8.34,2,0
6.55,469,8.34,2,0
6.567,463,8.34,2,0
6.583,463,8.34,2,0
6.6,463,8.34,2,0
6.617,457,8.34,2,0
6.633,457,8.34,2,0
6.65,438,8.34,2,0
6.667,438,8.34,2,0
6.683,438,8.34,2,0
6.7,417,8.34,2,0
6.717,417,8.34,2,0
6.733,395,8.34,2,0
6.75,395,8.34,2,0
6.767,395,8.34,2,0
6.783,379,8.34,2,0
6.8,379,8.34,2,0
6.817,376,8.34,2,0
6.833,376,8.34,2,0
6.85,376,8.34,2,0
6.867,375,8.34,2,0
6.883,375,8.34,2,0
6.9,377,8.34,2,0
6.917,377,8.34,2,0
6.933,377,8.34,2,0
6.95,379,8.34,2,0
6.967,379,8.34,2,0
6.983,380,8.34,2,0
7,380,8.34,2,0
7.017,383,8.34,2,0
7.033,383,8.34,2,0
7.05,383,8.34,2,0
7.067,386,8.34,2,0
7.083,386,8.34,2,0
7.1,383,8.34,2,0
7.117,383,8.34,2,0
7.133,383,8.34,2,0
7.15,383,8.34,2,0
7.167,383,8.34,2,0
7.183,384,8.34,2,0
7.2,384,8.34,2,0
7.217,384,8.34,2,0
7.233,382,8.34,2,0
7.25,382,8.34,2,0
7.267,382,8.34,2,0
7.283,382,8.34,2,0
7.3,382,8.34,2,0
7.317,381,8.34,2,0
7.333,381,8.34,2,0
7.35,378,8.34,2,0
7.367,378,8.34,2,0
7.383,378,8.34,2,0
7.4,379,8.34,2,0
7.417,379,8.34,2,0
7.433,381,8.34,2,0
7.45,381,8.34,2,0
7.467,381,8.34,2,0
7.483,380,8.34,2,0
7.5,380,8.34,2,0
7.517,378,8.34,2,0
7.533,378,8.34,2,0
7.55,378,8.34,2,0
7.567,379,8.34,2,0
7.583,379,8.34,2,0
7.6,377,8.34,2,0
7.617,377,8.34,2,0
7.633,377,8.34,2,0
7.65,315,8.34,0.7,0
7.667,315,8.34,0.7,0
7.683,216,8.34,0,0
7.7,216,8.34,0,0
7.717,216,8.34,0,0
7.733,183,8.34,0,0
7.75,183,8.34,0,0
7.767,168,8.34,0,0
7.783,168,8.34,0,0
7.8,162,8.34,0,0
7.817,162,8.34,0,0
7.833,162,8.34,0,0
7.85,142,8.34,0,0
7.867,142,8.34,0,0
7.883,112,8.34,0,0
7.9,112,8.34,0,0
7.917,112,8.34,0,0
7.933,79,8.34,0,0
7.95,79,8.34,0,0
7.967,60,8.34,0,0
7.983,60,8.34,0,0
8,60,8.34,0,0
8.017,66,8.34,0,0
8.033,66,8.34,0,0
8.05,69,8.34,0,0
8.067,69,8.34,0,0
8.083,71,8.34,0,0
8.1,71,8.34,0,0
8.117,71,8.34,0,0
8.133,72,8.34,0,0
8.15,72,8.34,0,0
8.167,72,8.34,0,0
8.183,72,8.34,0,0
8.2,72,8.34,0,0
8.217,73,8.34,0,0
8.233,73,8.34,0,0
8.25,74,8.34,0,0
8.267,74,8.34,0,0
8.283,74,8.34,0,0
8.3,74,8.34,0,0
8.317,74,8.34,0,0
8.333,74,8.34,0,0
8.35,74,8.34,0,0
8.367,74,8.34,0,0
8.383,74,8.34,0,0
8.4,74,8.34,0,0
8.417,74,8.34,0,0
8.433,74,8.34,0,0
8.45,75,8.34,0,0
8.467,75,8.34,0,0
8.483,75,8.34,0,0
8.5,75,8.34,0,0
8.517,75,8.34,0,0
8.533,75,8.34,0,0
8.55,75,8.34,0,0
8.567,75,8.34,0,0
8.583,75,8.34,0,0
8.6,75,8.34,0,0
8.617,76,8.34,0,0
8.633,76,8.34,0,0
8.65,76,8.34,0,0
8.667,76,8.34,0,0
8.683,76,8.34,0,0
8.7,76,8.34,0,0
8.717,76,8.34,0,0
8.733,76,8.34,0,0
8.75,76,8.34,0,0
8.767,76,8.34,0,0
8.783,76,8.34,0,0
8.8,76,8.34,0,0
8.817,75,8.34,0,0
8.833,75,8.34,0,0
8.85,75,8.34,0,0
8.867,75,8.34,0,0
8.883,75,8.34,0,0
8.9,75,8.34,0,0
8.917,75,8.34,0,0
8.933,75,8.34,0,0
8.95,75,8.34,0,0
8.967,75,8.34,0,0
8.983,75,8.34,0,0
9,75,8.34,0,0
9.017,74,8.34,0,0
9.033,74,8.34,0,0
9.05,74,8.34,0,0
9.067,74,8.34,0,0
9.083,74,8.34,0,0
9.1,74,8.34,0,0
9.117,74,8.34,0,0
9.133,74,8.34,0,0
9.15,74,8.34,0,0
9.167,74,8.34,0,0
9.183,74,8.34,0,0
9.2,74,8.34,0,0
9.217,74,8.34,0,0
9.233,74,8.34,0,0
9.25,74,8.34,0,0
9.267,118,8.34,0.1,0
9.283,118,8.34,0.1,0
9.3,1014,8.34,0.1,0
9.317,1014,8.34,0.1,0
9.333,1014,8.34,0.1,0
9.35,1852,8.34,0,0
9.367,1852,8.34,0,0
9.383,1892,8.34,0,0
9.4,1892,8.34,0,0
9.417,1892,8.34,0,0
9.433,1906,8.34,0,0
9.45,1906,8.34,0,0
9.467,1897,8.34,0,0
9.483,1897,8.34,0,0
9.5,1897,8.34,0,0
9.517,1881,8.34,0,0
9.533,1881,8.34,0,0
9.55,1863,8.34,0,0
9.567,1863,8.34,0,0
9.583,1863,8.34,0,0
9.6,1848,8.34,0,0
9.617,1848,8.34,0,0
9.633,1834,8.34,0,0
9.65,1834,8.34,0,0
9.667,1834,8.34,0,0
9.683,1821,8.34,0,0
9.7,1821,8.34,0,0
9.717,1810,8.34,0,0
9.733,1810,8.34,0,0
9.75,1801,8.34,0,0
9.767,1801,8.34,0,0
9.783,1801,8.34,0,0
9.8,1792,8.34,0,0
9.817,1792,8.34,0,0
9.833,1784,8.34,0,0
9.85,1784,8.34,0,0
9.867,1784,8.34,0,0
9.883,1778,8.34,0,0
9.9,1778,8.34,0,0
9.917,1771,8.34,0,0
9.933,1771,8.34,0,0
9.95,1771,8.34,0,0
9.967,1765,8.34,0,0
9.983,1765,8.34,0,0
10,1760,8.34,0,0
10.017,1760,8.34,0,0
10.033,1760,8.34,0,0
10.05,1755,8.34,0,0
10.067,1755,8.34,0,0
10.083,1751,8.34,0,0
10.1,1751,8.34,0,0
10.117,1751,8.34,0,0
10.133,1747,8.34,0,0
10.15,1747,8.34,0,0
10.167,1743,8.34,0,0
10.183,1743,8.34,0,0
10.2,1743,8.34,0,0
10.217,1739,8.34,0,0
10.233,1739,8.34,0,0
10.25,1736,8.34,0,0
10.267,1736,8.34,0,0
10.283,1733,8.34,0,0
10.3,1733,8.34,0,0
10.317,1733,8.34,0,0
10.333,1729,8.34,0,0
10.35,1729,8.34,0,0
10.367,1727,8.34,0,0
10.383,1727,8.34,0,0
10.4,1727,8.34,0,0
10.417,1724,8.34,0,0
10.433,1724,8.34,0,0
10.45,1722,8.34,0,0
10.467,1722,8.34,0,0
10.483,1722,8.34,0,0
10.5,1719,8.34,0,0
10.517,1719,8.34,0,0
10.533,1717,8.34,0,0
10.55,1717,8.34,0,0
10.567,1717,8.34,0,0
10.583,1715,8.34,0,0
10.6,1715,8.34,0,0
10.617,1712,8.34,0,0
10.633,1712,8.34,0,0
10.65,1711,8.34,0,0
10.667,1711,8.34,0,0
10.683,1711,8.34,0,0
10.7,1709,8.34,0,0
10.717,1709,8.34,0,0
10.733,1707,8.34,0,0
10.75,1707,8.34,0,0
10.767,1707,8.34,0,0
10.783,1706,8.34,0,0
10.8,1706,8.34,0,0
10.817,1704,8.34,0,0
10.833,1704,8.34,0,0
10.85,1704,8.34,0,0
10.867,1702,8.34,0,0
10.883,1702,8.34,0,0
10.9,1700,8.34,0,0
10.917,1700,8.34,0,0
10.933,1700,8.34,0,0
10.95,1699,8.34,0,0
10.967,1699,8.34,0,0
10.983,1698,8.34,0,0
11,1698,8.34,0,0
11.017,1698,8.34,0,0
11.033,1696,8.34,0,0
11.05,1696,8.34,0,0
11.067,1695,8.34,0,0
11.083,1695,8.34,0,0
11.1,1695,8.34,0,0
11.117,1693,8.34,0,0
11.133,1693,8.34,0,0
11.15,1691,8.34,0,0
11.167,1691,8.34,0,0
11.183,1689,8.34,0,0
11.2,1689,8.34,0,0
11.217,1689,8.34,0,0
11.233,1688,8.34,0,0
11.25,1688,8.34,0,0
11.267,1687,8.34,0,0
11.283,1687,8.34,0,0
11.3,1687,8.34,0,0
11.317,1686,8.34,0,0
11.333,1686,8.34,0,0
11.35,1685,8.34,0,0
11.367,1685,8.34,0,0
11.383,1685,8.34,0,0
11.4,1683,8.34,0,0
11.417,1683,8.34,0,0
11.433,1682,8.34,0,0
11.45,1682,8.34,0,0
11.467,1682,8.34,0,0
11.483,1680,8.34,0,0
11.5,1680,8.34,0,0
11.517,1673,8.34,0,0
11.533,1673,8.34,0,0
11.55,1651,8.34,0,0
11.567,1651,8.34,0,0
11.583,1651,8.34,0,0
11.6,1631,8.34,0,0
11.617,1631,8.34,0,0
11.633,1624,8.34,0,0
11.65,1624,8.34,0,0
11.667,1624,8.34,0,0
11.683,1639,8.34,0.1,0
11.7,1639,8.34,0.1,0
11.717,2671,8.34,0.1,0
11.733,2671,8.34,0.1,0
11.75,2671,8.34,0.1,0
11.767,3933,8.34,0.1,0
11.783,3933,8.34,0.1,0
11.8,4638,8.34,0,0
11.817,4638,8.34,0,0
11.833,4638,8.34,0,0
11.85,4954,8.34,0,0
11.867,4954,8.34,0,0
11.883,5397,8.34,0,0
11.9,5397,8.34,0,0
11.917,5397,8.34,0,0
11.933,5712,8.34,0,0
11.95,5712,8.34,0,0
11.967,5830,8.34,0,0
11.983,5830,8.34,0,0
12,5830,8.34,0,0
12.017,5895,8.34,0,0
12.033,5895,8.34,0,0
12.05,5879,8.34,0,0
12.067,5879,8.34,0,0
12.083,5879,8.34,0,0
12.1,5877,8.34,0,0
12.117,5877,8.34,0,0
12.133,5893,8.34,0,0
12.15,5893,8.34,0,0
12.167,5919,8.34,0,0
12.183,5919,8.34,0,0
12.2,5919,8.34,0,0
12.217,5948,8.34,0,0
12.233,5948,8.34,0,0
12.25,5966,8.34,0,0
12.267,5966,8.34,0,0
12.283,5966,8.34,0,0
12.3,6000,8.34,0,0
12.317,6000,8.34,0,0
12.333,6050,8.34,0,0
12.35,6050,8.34,0,0
12.367,6050,8.34,0,0
12.383,6065,8.34,0,0
12.4,6065,8.34,0,0
12.417,6056,8.34,0,0
12.433,6056,8.34,0,0
12.45,6056,8.34,0,0
12.467,6048,8.34,0,0
12.483,6048,8.34,0,0
12.5,6039,8.34,0,0
12.517,6039,8.34,0,0
12.533,6030,8.34,0,0
12.55,6030,8.34,0,0
12.567,6030,8.34,0,0
12.583,6022,8.34,0,0
12.6,6022,8.34,0,0
12.617,6014,8.34,0,0
12.633,6014,8.34,0,0
12.65,6014,8.34,0,0
12.667,6006,8.34,0,0
12.683,6006,8.34,0,0
12.7,5998,8.34,0,0
12.717,5998,8.34,0,0
12.733,5998,8.34,0,0
12.75,5990,8.34,0,0
12.767,5990,8.34,0,0
12.783,5982,8.34,0,0
12.8,5982,8.34,0,0
12.817,5982,8.34,0,0
12.833,5974,8.34,0,0
12.85,5974,8.34,0,0
12.867,5966,8.34,0,0
12.883,5966,8.34,0,0
12.9,5959,8.34,0,0
12.917,5959,8.34,0,0
12.933,5959,8.34,0,0
12.95,5951,8.34,0,0
12.967,5951,8.34,0,0
12.983,5944,8.34,0,0
13,5944,8.34,0,0
13.017,5944,8.34,0,0
13.033,5937,8.34,0,0
13.05,5937,8.34,0,0
13.067,5930,8.34,0,0
13.083,5930,8.34,0,0
13.1,5930,8.34,0,0
13.117,5922,8.34,0,0
13.133,5922,8.34,0,0
13.15,5914,8.34,0,0
13.167,5914,8.34,0,0
13.183,5914,8.34,0,0
13.2,5907,8.34,0,0
13.217,5907,8.34,0,0
13.233,5900,8.34,0,0
13.25,5900,8.34,0,0
13.267,5891,8.34,0,0
13.283,5891,8.34,0,0
13.3,5891,8.34,0,0
13.317,5883,8.34,0,0
13.333,5883,8.34,0,0
13.35,5883,8.34,0,0
13.367,5876,8.34,0,0
13.383,5876,8.34,0,0
13.4,5868,8.34,0,0
13.417,5868,8.34,0,0
13.433,5861,8.34,0,0
13.45,5861,8.34,0,0
13.467,5861,8.34,0,0
13.483,5853,8.34,0,0
13.5,5853,8.34,0,0
13.517,5845,8.34,0,0
13.533,5845,8.34,0,0
13.55,5845,8.34,0,0
13.567,5839,8.34,0,0
13.583,5839,8.34,0,0
13.6,5830,8.34,0,0
13.617,5830,8.34,0,0
13.633,5830,8.34,0,0
13.65,5823,8.34,0,0
13.667,5823,8.34,0,0
13.683,5815,8.34,0,0
13.7,5815,8.34,0,0
13.717,5815,8.34,0,0
13.733,5807,8.34,0,0
13.75,5807,8.34,0,0
13.767,5799,8.34,0,0
13.783,5799,8.34,0,0
13.8,5799,8.34,0,0
13.817,5791,8.34,0,0
13.833,5791,8.34,0,0
13.85,5784,8.34,0,0
13.867,5784,8.34,0,0
13.883,5776,8.34,0,0
13.9,5776,8.34,0,0
13.917,5776,8.34,0,0
13.933,5768,8.34,0,0
13.95,5768,8.34,0,0
13.967,5761,8.34,0,0
13.983,5761,8.34,0,0
14,5761,8.34,0,0
14.017,5753,8.34,0,0
14.033,5753,8.34,0,0
14.05,5745,8.34,0,0
14.067,5745,8.34,0,0
14.083,5745,8.34,0,0
14.1,5737,8.34,0,0
14.117,5737,8.34,0,0
14.133,5730,8.34,0,0
14.15,5730,8.34,0,0
14.167,5730,8.34,0,0
14.183,5722,8.34,0,0
14.2,5722,8.34,0,0
14.217,5714,8.34,0,0
14.233,5714,8.34,0,0
14.25,5707,8.34,0,0
14.267,5707,8.34,0,0
14.283,5707,8.34,0,0
14.3,5698,8.34,0,0
14.317,5698,8.34,0,0
14.333,5691,8.34,0,0
14.35,5691,8.34,0,0
14.367,5691,8.34,0,0
14.383,5685,8.34,0,0
14.4,5685,8.34,0,0
14.417,5680,8.34,0,0
14.433,5680,8.34,0,0
14.45,5680,8.34,0,0
14.467,5673,8.34,0,0
14.483,5673,8.34,0,0
14.5,5665,8.34,0,0
14.517,5665,8.34,0,0
14.533,5665,8.34,0,0
14.55,5657,8.34,0,0
14.567,5657,8.34,0,0
14.583,5649,8.34,0,0
14.6,5649,8.34,0,0
14.617,5649,8.34,0,0
14.633,5638,8.34,0,0
14.65,5638,8.34,0,0
14.667,5621,8.34,0,0
14.683,5621,8.34,0,0
14.7,5621,8.34,0,0
14.717,5606,8.34,0,0
14.733,5606,8.34,0,0
14.75,5593,8.34,0,0
14.767,5593,8.34,0,0
14.783,5581,8.34,0,0
14.8,5581,8.34,0,0
14.817,5581,8.34,0,0
14.833,5570,8.34,0,0
14.85,5570,8.34,0,0
14.867,5560,8.34,0,0
14.883,5560,8.34,0,0
14.9,5560,8.34,0,0
14.917,5551,8.34,0,0
14.933,5551,8.34,0,0
14.95,5541,8.34,0,0
14.967,5541,8.34,0,0
14.983,5541,8.34,0,0
15,5531,8.34,0,0
15.017,5531,8.34,0,0
15.033,5524,8.34,0,0
15.05,5524,8.34,0,0
15.067,5524,8.34,0,0
15.083,5514,8.34,0,0
15.1,5514,8.34,0,0
15.117,5506,8.34,0,0
15.133,5506,8.34,0,0
15.15,5496,8.34,0,0
15.167,5496,8.34,0,0
15.183,5496,8.34,0,0
15.2,5487,8.34,0,0
15.217,5487,8.34,0,0
15.233,5479,8.34,0,0
15.25,5479,8.34,0,0
15.267,5479,8.34,0,0
15.283,5470,8.34,0,0
15.3,5470,8.34,0,0
15.317,5460,8.34,0,0
15.333,5460,8.34,0,0
15.35,5460,8.34,0,0
15.367,5450,8.34,0,0
15.383,5450,8.34,0,0
15.4,5441,8.34,0,0
15.417,5441,8.34,0,0
15.433,5441,8.34,0,0
15.45,5432,8.34,0,0
15.467,5432,8.34,0,0
15.483,5424,8.34,0,0
15.5,5424,8.34,0,0
15.517,5424,8.34,0,0
15.533,5435,8.34,0,0
15.55,5435,8.34,0,0
15.567,5455,8.34,0,0
15.583,5455,8.34,0,0
15.6,5462,8.34,0,0
15.617,5462,8.34,0,0
15.633,5462,8.34,0,0
15.65,5454,8.34,0,0
15.667,5454,8.34,0,0
15.683,5447,8.34,0,0
15.7,5447,8.34,0,0
15.717,5447,8.34,0,0
15.733,5441,8.34,0,0
15.75,5441,8.34,0,0
15.767,5437,8.34,0,0
15.783,5437,8.34,0,0
15.8,5437,8.34,0,0
15.817,5432,8.34,0,0
15.833,5432,8.34,0,0
15.85,5426,8.34,0,0
15.867,5426,8.34,0,0
15.883,5426,8.34,0,0
15.9,5421,8.34,0,0
15.917,5421,8.34,0,0
15.933,5417,8.34,0,0
15.95,5417,8.34,0,0
15.967,5417,8.34,0,0
15.983,5414,8.34,0,0
16,5414,8.34,0,0
