Elapsed Time (min),Pressure,Density,Rate,Stage Number
78.433,393,12.84,6.6,3
78.45,386,12.84,6.5,3
78.467,386,12.84,6.5,3
78.483,386,12.84,6.5,3
78.5,374,12.84,6.4,3
78.517,374,12.84,6.4,3
78.533,370,12.84,6.4,3
78.55,370,12.83,6.4,3
78.567,370,12.83,6.4,3
78.583,369,12.82,6.4,3
78.6,369,12.82,6.4,3
78.617,368,12.82,6.4,3
78.633,368,12.82,6.4,3
78.65,368,12.82,6.4,3
78.667,366,12.83,6.4,3
78.683,366,12.84,6.4,3
78.7,366,12.86,6.4,3
78.717,364,12.87,6.4,3
78.733,364,12.88,6.4,3
78.75,365,12.87,6.4,3
78.767,365,12.86,6.4,3
78.783,365,12.84,6.4,3
78.8,367,12.85,6.4,3
78.817,367,12.86,6.4,3
78.833,366,12.88,6.4,3
78.85,366,12.9,6.4,3
78.867,366,12.91,6.4,3
78.883,367,12.93,6.4,3
78.9,367,12.95,6.4,3
78.917,369,12.97,6.4,3
78.933,369,12.99,6.4,3
78.95,369,13.01,6.4,3
78.967,372,13.03,6.4,3
78.983,372,13.05,6.4,3
79,376,13.07,6.3,3
79.017,376,13.09,6.3,3
79.033,376,13.11,6.3,3
79.05,380,13.11,6.3,3
79.067,380,13.12,6.3,3
79.083,385,13.12,6.4,3
79.1,385,13.13,6.4,3
79.117,385,13.13,6.4,3
79.133,393,13.12,6.4,3
79.15,393,13.1,6.4,3
79.167,402,13.07,6.5,3
79.183,402,13.03,6.5,3
79.2,402,13,6.5,3
79.217,403,12.96,6.5,3
79.233,403,12.94,6.5,3
79.25,399,12.94,6.5,3
79.267,399,12.95,6.5,3
79.283,399,12.95,6.5,3
79.3,393,12.96,6.5,3
79.317,393,12.97,6.5,3
79.333,391,12.99,6.5,3
79.35,391,13.01,6.5,3
79.367,391,13.02,6.5,3
79.383,392,13.04,6.5,3
79.4,392,13.06,6.5,3
79.417,396,13.08,6.5,3
79.433,396,13.1,6.5,3
79.45,396,13.1,6.5,3
79.467,400,13.1,6.5,3
79.483,400,13.1,6.5,3
79.5,403,13.11,6.5,3
79.517,403,13.11,6.5,3
79.533,403,13.11,6.5,3
79.55,405,13.11,6.5,3
79.567,405,13.11,6.5,3
79.583,405,13.1,6.5,3
79.6,407,13.09,6.5,3
79.617,407,13.08,6.5,3
79.633,408,13.05,6.5,3
79.65,408,13.02,6.5,3
79.667,408,12.99,6.5,3
79.683,407,12.96,6.5,3
79.7,407,12.93,6.5,3
79.717,401,12.93,6.5,3
79.733,401,12.93,6.5,3
79.75,401,12.94,6.5,3
79.767,396,12.94,6.5,3
79.783,396,12.95,6.5,3
79.8,394,12.96,6.5,3
79.817,394,12.97,6.5,3
79.833,394,12.97,6.5,3
79.85,394,12.98,6.5,3
79.867,394,12.99,6.5,3
79.883,397,13,6.5,3
79.9,397,13.01,6.5,3
79.917,397,13.01,6.5,3
79.933,398,13.01,6.5,3
79.95,398,13.01,6.5,3
79.967,398,13.02,6.5,3
79.983,398,13.02,6.5,3
80,398,13.02,6.5,3
80.017,399,13.02,6.5,3
80.033,399,13.02,6.5,3
80.05,399,13.01,6.5,3
80.067,400,13,6.5,3
80.083,400,12.98,6.5,3
80.1,401,12.95,6.5,3
80.117,401,12.92,6.5,3
80.133,401,12.89,6.5,3
80.15,405,12.86,6.5,3
80.167,405,12.86,6.5,3
80.183,404,12.87,6.4,3
80.2,404,12.87,6.4,3
80.217,404,12.88,6.4,3
80.233,393,12.89,6.5,3
80.25,393,12.89,6.5,3
80.267,388,12.9,6.5,3
80.283,388,12.91,6.5,3
80.3,388,12.92,6.5,3
80.317,389,12.93,6.5,3
80.333,389,12.93,6.5,3
80.35,389,12.93,6.5,3
80.367,388,12.93,6.5,3
80.383,388,12.93,6.5,3
80.4,390,12.92,6.5,3
80.417,390,12.9,6.5,3
80.433,390,12.89,6.5,3
80.45,391,12.87,6.5,3
80.467,391,12.86,6.5,3
80.483,388,12.85,6.5,3
80.5,388,12.85,6.5,3
80.517,388,12.85,6.5,3
80.533,382,12.86,6.5,3
80.55,382,12.87,6.5,3
80.567,379,12.88,6.5,3
80.583,379,12.89,6.5,3
80.6,379,12.9,6.5,3
80.617,379,12.91,6.4,3
80.633,379,12.92,6.4,3
80.65,380,12.91,6.4,3
80.667,380,12.9,6.4,3
80.683,380,12.88,6.4,3
80.7,383,12.87,6.4,3
80.717,383,12.85,6.4,3
80.733,379,12.85,6.4,3
80.75,379,12.85,6.4,3
80.767,379,12.85,6.4,3
80.783,366,12.86,6.3,3
80.8,366,12.87,6.3,3
80.817,359,12.87,6.3,3
80.833,359,12.88,6.3,3
80.85,359,12.89,6.3,3
80.867,359,12.9,6.2,3
80.883,359,12.91,6.2,3
80.9,359,12.92,6.2,3
80.917,360,12.93,6.4,3
80.933,360,12.94,6.4,3
80.95,362,12.95,6.3,3
80.967,362,12.96,6.3,3
80.983,362,12.97,6.3,3
81,364,12.98,6.2,3
81.017,364,12.99,6.2,3
81.033,364,13,6.1,3
81.05,364,13.01,6.1,3
81.067,364,13.02,6.1,3
81.083,366,13.03,6.1,3
81.1,366,13.04,6.1,3
81.117,367,13.03,6.2,3
81.133,367,13.01,6.2,3
81.15,367,13,6.2,3
81.167,369,12.98,6.3,3
81.183,369,12.96,6.3,3
81.2,369,12.94,6.2,3
81.217,369,12.92,6.2,3
81.233,369,12.9,6.2,3
81.25,365,12.9,6.3,3
81.267,365,12.9,6.3,3
81.283,362,12.92,6.1,3
81.3,362,12.93,6.1,3
81.317,362,12.94,6.1,3
81.333,361,12.95,6.3,3
81.35,361,12.96,6.3,3
81.367,361,12.97,6.3,3
81.383,361,12.96,6.3,3
81.4,361,12.95,6.3,3
81.417,363,12.92,6.3,3
81.433,363,12.9,6.3,3
81.45,363,12.87,6.3,3
81.467,363,12.85,6.3,3
81.483,363,12.82,6.3,3
81.5,359,12.81,6.3,3
81.517,359,12.81,6.3,3
81.533,359,12.81,6.3,3
81.55,355,12.81,6.2,3
81.567,355,12.8,6.2,3
81.583,352,12.78,6.2,3
81.6,352,12.76,6.2,3
81.617,352,12.74,6.2,3
81.633,351,12.72,6.3,3
81.65,351,12.7,6.3,3
81.667,348,12.7,6.3,3
81.683,348,12.71,6.3,3
81.7,348,12.71,6.3,3
81.717,341,12.72,6.2,3
81.733,341,12.74,6.2,3
81.75,336,12.75,6.2,3
81.767,336,12.76,6.2,3
81.783,336,12.77,6.2,3
81.8,335,12.79,6.2,3
81.817,335,12.8,6.2,3
81.833,335,12.81,6.2,3
81.85,332,12.82,6.2,3
81.867,332,12.82,6.2,3
81.883,321,12.82,6.2,3
81.9,321,12.82,6.2,3
81.917,263,12.82,4.6,3
81.933,263,12.82,4.6,3
81.95,263,12.83,4.6,3
81.967,223,12.82,4.9,3
81.983,223,12.82,4.9,3
82,236,12.82,4.9,3
82.017,236,12.82,4.9,3
82.033,236,12.82,4.9,3
82.05,234,12.83,4.9,3
82.067,234,12.84,4.9,3
82.083,234,12.85,4.9,3
82.1,232,12.85,4.9,3
82.117,232,12.86,4.9,3
82.133,229,12.88,4.9,3
82.15,229,12.9,4.9,3
82.167,229,12.92,4.9,3
82.183,228,12.95,4.9,3
82.2,228,12.97,4.9,3
82.217,228,13,4.9,3
82.233,228,13.03,4.9,3
82.25,228,13.06,4.9,3
82.267,229,13.09,4.9,3
82.283,229,13.12,4.9,3
82.3,231,13.15,4.9,3
82.317,231,13.18,4.9,3
82.333,231,13.21,4.9,3
82.35,234,13.24,4.9,3
82.367,234,13.25,4.9,3
82.383,236,13.26,4.9,3
82.4,236,13.27,4.9,3
82.417,236,13.27,4.9,3
82.433,239,13.28,4.9,3
82.45,239,13.29,4.9,3
82.467,242,13.3,4.9,3
82.483,242,13.31,4.9,3
82.5,242,13.31,4.9,3
82.517,244,13.32,4.9,3
82.533,244,13.33,4.9,3
82.55,246,13.34,4.9,3
82.567,246,13.35,4.9,3
82.583,246,13.35,4.9,3
82.6,247,13.35,4.9,3
82.617,247,13.35,4.9,3
82.633,250,13.35,4.9,3
82.65,250,13.34,4.9,3
82.667,250,13.34,4.9,3
82.683,252,13.32,4.9,3
82.7,252,13.31,4.9,3
82.717,252,13.3,4.9,3
82.733,252,13.27,4.9,3
82.75,252,13.24,4.9,3
82.767,251,13.2,4.9,3
82.783,251,13.16,4.9,3
82.8,251,13.13,4.9,3
82.817,249,13.09,4.9,3
82.833,249,13.05,4.9,3
82.85,244,13.01,4.9,3
82.867,244,12.97,4.9,3
82.883,244,12.94,4.9,3
82.9,239,12.9,4.9,3
82.917,239,12.88,4.9,3
82.933,233,12.88,4.9,3
82.95,233,12.87,4.9,3
82.967,233,12.87,4.9,3
82.983,229,12.86,4.9,3
83,229,12.86,4.9,3
83.017,226,12.86,4.9,3
83.033,226,12.86,4.9,3
83.05,226,12.86,4.9,3
83.067,223,12.85,4.9,3
83.083,223,12.85,4.9,3
83.1,221,12.84,4.9,3
83.117,221,12.82,4.9,3
83.133,221,12.81,4.9,3
83.15,219,12.8,5,3
83.167,219,12.78,5,3
83.183,217,12.76,4.9,3
83.2,217,12.75,4.9,3
83.217,217,12.73,4.9,3
83.233,215,12.71,4.9,3
83.25,215,12.7,4.9,3
83.267,215,12.7,4.9,3
83.283,212,12.69,4.9,3
83.3,212,12.68,4.9,3
83.317,209,12.67,4.9,3
83.333,209,12.67,4.9,3
83.35,209,12.67,4.9,3
83.367,208,12.67,5,3
83.383,208,12.67,5,3
83.4,205,12.67,4.9,3
83.417,205,12.66,4.9,3
83.433,205,12.66,4.9,3
83.45,204,12.65,4.9,3
83.467,204,12.65,4.9,3
83.483,202,12.65,4.9,3
83.5,202,12.64,4.9,3
83.517,202,12.64,4.9,3
83.533,201,12.64,4.9,3
83.55,201,12.64,4.9,3
83.567,200,12.64,4.9,3
83.583,200,12.64,4.9,3
83.6,200,12.64,4.9,3
83.617,199,12.63,5,3
83.633,199,12.63,5,3
83.65,198,12.64,4.9,3
83.667,198,12.65,4.9,3
83.683,198,12.66,4.9,3
83.7,197,12.67,5,3
83.717,197,12.68,5,3
83.733,196,12.68,4.9,3
83.75,196,12.67,4.9,3
83.767,196,12.67,4.9,3
83.783,196,12.67,4.9,3
83.8,196,12.67,4.9,3
83.817,197,12.67,5,3
83.833,197,12.67,5,3
83.85,197,12.66,5,3
83.867,197,12.66,4.9,3
83.883,197,12.65,4.9,3
83.9,197,12.64,4.9,3
83.917,196,12.64,4.9,3
83.933,196,12.63,4.9,3
83.95,195,12.62,4.9,3
83.967,195,12.61,4.9,3
83.983,195,12.61,4.9,3
84,194,12.6,5,3
84.017,194,12.59,5,3
84.033,192,12.58,5,3
84.05,192,12.57,5,3
84.067,192,12.57,5,3
84.083,187,12.56,4.9,3
84.1,187,12.55,4.9,3
84.117,146,12.55,3.9,3
84.133,146,12.55,3.9,3
84.15,146,12.54,3.9,3
84.167,111,12.56,3.8,3
84.183,111,12.58,3.8,3
84.2,108,12.61,3.8,3
84.217,108,12.64,3.8,3
84.233,108,12.67,3.8,3
84.25,108,12.7,3.8,3
84.267,108,12.73,3.8,3
84.283,107,12.76,3.8,3
84.3,107,12.79,3.8,3
84.317,107,12.82,3.8,3
84.333,109,12.85,3.8,3
84.35,109,12.87,3.8,3
84.367,111,12.88,3.7,3
84.383,111,12.9,3.7,3
84.4,111,12.91,3.7,3
84.417,111,12.93,3.7,3
84.433,111,12.94,3.7,3
84.45,111,12.93,3.8,3
84.467,111,12.93,3.8,3
84.483,111,12.92,3.8,3
84.5,112,12.91,3.7,3
84.517,112,12.9,3.7,3
84.533,113,12.89,3.7,3
84.55,113,12.88,3.7,3
84.567,113,12.87,3.7,3
84.583,115,12.86,3.7,3
84.6,115,12.85,3.7,3
84.617,115,12.84,3.7,3
84.633,115,12.82,3.7,3
84.65,115,12.81,3.7,3
84.667,115,12.79,3.8,3
84.683,115,12.78,3.8,3
84.7,115,12.76,3.8,3
84.717,115,12.74,3.8,3
84.733,115,12.73,3.8,3
84.75,112,12.71,3.7,3
84.767,112,12.7,3.7,3
84.783,112,12.69,3.7,3
84.8,110,12.68,3.8,3
84.817,110,12.68,3.8,3
84.833,107,12.67,3.8,3
84.85,107,12.67,3.8,3
84.867,107,12.66,3.8,3
84.883,107,12.65,3.7,3
84.9,107,12.65,3.7,3
84.917,107,12.64,3.7,3
84.933,107,12.64,3.7,3
84.95,107,12.63,3.7,3
84.967,107,12.63,3.8,3
84.983,107,12.62,3.8,3
85,107,12.6,3.7,3
85.017,107,12.59,3.7,3
85.033,107,12.57,3.7,3
85.05,105,12.56,3.8,3
85.067,105,12.54,3.8,3
85.083,105,12.52,3.8,3
85.1,103,12.51,3.8,3
85.117,103,12.49,3.8,3
85.133,101,12.48,3.8,3
85.15,101,12.46,3.8,3
85.167,101,12.46,3.8,3
85.183,99,12.45,3.8,3
85.2,99,12.44,3.8,3
85.217,96,12.44,0,3
85.233,96,12.43,0,3
85.25,96,12.42,0,3
85.267,40,12.42,0,3
85.283,40,12.41,0,3
85.3,10,12.41,0,3
85.317,10,12.4,0,3
85.333,10,12.4,0,3
85.35,7,12.41,0,3
85.367,7,12.42,0,3
85.383,11,12.42,0,3
85.4,11,12.43,0,3
85.417,11,12.44,0,3
85.433,14,12.45,0,3
85.45,14,12.45,0,3
85.467,15,12.45,0,3
85.483,15,12.45,0,3
85.5,15,12.45,0,3
85.517,16,12.45,0,3
85.533,16,12.45,0,3
85.55,17,12.45,0,3
85.567,17,12.45,0,3
85.583,17,12.45,0,3
85.6,17,12.45,0,3
85.617,17,12.45,0,3
85.633,17,12.45,0,3
85.65,17,12.45,0,3
85.667,17,12.45,0,3
85.683,17,12.45,0,3
85.7,17,12.45,0,3
85.717,16,12.45,0,3
85.733,16,12.45,0,3
85.75,16,12.45,0,3
85.767,15,12.45,0,3
85.783,15,12.45,0,3
85.8,14,12.46,0,3
85.817,14,12.47,0,3
85.833,14,12.47,0,3
85.85,12,12.49,0,3
85.867,12,12.5,0,3
85.883,11,12.51,0,3
85.9,11,12.52,0,3
85.917,11,12.53,0,3
85.933,9,12.55,0,3
85.95,9,12.56,0,3
85.967,8,12.58,0,3
85.983,8,12.6,0,3
86,7,12.62,0,3
86.017,7,12.63,0,3
86.033,7,12.65,0,3
86.05,6,12.67,0,3
86.067,6,12.68,0,3
86.083,5,12.71,0,3
86.1,5,12.73,0,3
86.117,5,12.75,0,3
86.133,4,12.77,0,3
86.15,4,12.79,0,3
86.167,4,12.81,0,4
86.183,4,12.83,0,4
86.2,4,12.85,0,4
86.217,3,12.87,0,4
86.233,3,12.9,0,4
86.25,3,12.92,0,4
86.267,3,12.94,0,4
86.283,3,12.96,0,4
86.3,2,12.98,0,4
86.317,2,13,0,4
86.333,2,13.02,0,4
86.35,2,13.04,0,4
86.367,2,13.05,0,4
86.383,1,13.06,0,4
86.4,1,13.06,0,4
86.417,1,13.07,0,4
86.433,1,13.08,0,4
86.45,1,13.09,0,4
86.467,0,13.1,0,4
86.483,0,13.12,0,4
86.5,0,13.13,0,4
86.517,0,13.15,0,4
86.533,0,13.16,0,4
86.55,0,13.18,0,4
86.567,0,13.19,0,4
86.583,0,13.2,0,4
86.6,0,13.22,0,4
86.617,0,13.23,0,4
86.633,0,13.25,0,4
86.65,0,13.26,0,4
86.667,0,13.28,0,4
86.683,0,13.3,0,4
86.7,0,13.32,0,4
86.717,0,13.34,0,4
86.733,0,13.36,0,4
86.75,0,13.38,0,4
86.767,0,13.4,0,4
86.783,0,13.41,0,4
86.8,19,13.41,6,4
86.817,19,13.42,6,4
86.833,49,13.45,6.6,4
86.85,49,13.48,6.6,4
86.867,49,13.52,6.6,4
86.883,91,13.56,6.6,4
86.9,91,13.61,6.6,4
86.917,101,13.66,6.6,4
86.933,101,13.7,6.6,4
86.95,101,13.75,6.6,4
86.967,115,13.78,6.6,4
86.983,115,13.78,6.6,4
87,128,13.78,6.5,4
87.017,128,13.77,6.5,4
87.033,128,13.77,6.5,4
87.05,140,13.77,4,4
87.067,140,13.77,4,4
87.083,150,13.79,3.7,4
87.1,150,13.82,3.7,4
87.117,150,13.84,3.7,4
87.133,153,13.87,3.7,4
87.15,153,13.9,3.7,4
87.167,157,13.94,3.7,4
87.183,157,13.98,3.7,4
87.2,157,14.02,3.7,4
87.217,187,14.05,3.7,4
87.233,187,14.09,3.7,4
87.25,226,14.13,4.7,4
87.267,226,14.16,4.7,4
87.283,226,14.2,4.7,4
87.3,263,14.2,4.8,4
87.317,263,14.2,4.8,4
87.333,293,14.21,4.9,4
87.35,293,14.21,4.9,4
87.367,293,14.22,4.9,4
87.383,297,14.22,4.9,4
87.4,297,14.23,4.9,4
87.417,305,14.23,4.9,4
87.433,305,14.23,4.9,4
87.45,305,14.23,4.9,4
87.467,315,14.21,4.8,4
87.483,315,14.19,4.8,4
87.5,317,14.15,4.8,4
87.517,317,14.1,4.8,4
87.533,317,14.06,4.8,4
87.55,330,14.01,4.7,4
87.567,330,13.95,4.7,4
87.583,330,13.9,4.7,4
87.6,327,13.85,4.8,4
87.617,327,13.8,4.8,4
87.633,303,13.75,4.9,4
87.65,303,13.7,4.9,4
87.667,303,13.65,4.9,4
87.683,289,13.59,4.9,4
87.7,289,13.59,4.9,4
87.717,275,13.61,4.9,4
87.733,275,13.62,4.9,4
87.75,275,13.64,4.9,4
87.767,261,13.67,4.9,4
87.783,261,13.71,4.9,4
87.8,258,13.76,4.8,4
87.817,258,13.8,4.8,4
87.833,258,13.85,4.8,4
87.85,264,13.9,4.8,4
87.867,264,13.95,4.8,4
87.883,270,14,4.9,4
87.9,270,14.05,4.9,4
87.917,270,14.1,4.9,4
87.933,281,14.14,4.9,4
87.95,281,14.18,4.9,4
87.967,291,14.19,4.8,4
87.983,291,14.2,4.8,4
88,291,14.21,4.8,4
88.017,303,14.22,4.8,4
88.033,303,14.23,4.8,4
88.05,314,14.24,4.9,4
88.067,314,14.25,4.9,4
88.083,314,14.25,4.9,4
88.1,323,14.25,4.9,4
88.117,323,14.25,4.9,4
88.133,330,14.25,4.8,4
88.15,330,14.25,4.8,4
88.167,330,14.26,4.8,4
88.183,334,14.26,4.8,4
88.2,334,14.26,4.8,4
88.217,334,14.26,4.8,4
88.233,335,14.26,4.8,4
88.25,335,14.26,4.8,4
88.267,338,14.26,4.8,4
88.283,338,14.26,4.8,4
88.3,338,14.26,4.8,4
88.317,340,14.25,4.9,4
88.333,340,14.25,4.9,4
88.35,338,14.25,4.9,4
88.367,338,14.25,4.9,4
88.383,338,14.24,4.9,4
88.4,338,14.24,4.8,4
88.417,338,14.23,4.8,4
88.433,340,14.22,4.9,4
88.45,340,14.2,4.9,4
88.467,340,14.19,4.9,4
88.483,339,14.17,4.8,4
88.5,339,14.16,4.8,4
88.517,336,14.13,4.9,4
88.533,336,14.11,4.9,4
88.55,336,14.08,4.9,4
88.567,335,14.06,4.9,4
88.583,335,14.03,4.9,4
88.6,331,14,4.8,4
88.617,331,13.98,4.8,4
88.633,331,13.95,4.8,4
88.65,324,13.93,4.8,4
88.667,324,13.92,4.8,4
88.683,314,13.92,4.9,4
88.7,314,13.91,4.9,4
88.717,314,13.91,4.9,4
88.733,308,13.9,4.9,4
88.75,308,13.9,4.9,4
88.767,306,13.89,4.9,4
88.783,306,13.88,4.9,4
88.8,306,13.88,4.9,4
88.817,301,13.87,4.9,4
88.833,301,13.86,4.9,4
88.85,300,13.85,4.9,4
88.867,300,13.84,4.9,4
88.883,300,13.83,4.9,4
88.9,297,13.82,4.9,4
88.917,297,13.81,4.9,4
88.933,295,13.81,4.9,4
88.95,295,13.81,4.9,4
88.967,295,13.81,4.9,4
88.983,293,13.81,4.9,4
89,293,13.81,4.9,4
89.017,293,13.82,4.9,4
89.033,291,13.82,4.9,4
89.05,291,13.83,4.9,4
89.067,291,13.83,4.9,4
89.083,291,13.84,4.9,4
89.1,291,13.85,4.9,4
89.117,291,13.85,4.8,4
89.133,291,13.86,4.8,4
89.15,293,13.87,4.9,4
89.167,293,13.88,4.9,4
89.183,293,13.89,4.9,4
89.2,294,13.9,4.8,4
89.217,294,13.9,4.8,4
89.233,297,13.9,4.9,4
89.25,297,13.9,4.9,4
89.267,297,13.9,4.9,4
89.283,299,13.9,4.9,4
89.3,299,13.9,4.9,4
89.317,302,13.89,4.8,4
89.333,302,13.89,4.8,4
89.35,302,13.89,4.8,4
89.367,302,13.89,4.9,4
89.383,302,13.89,4.9,4
89.4,301,13.89,4.8,4
89.417,301,13.89,4.8,4
89.433,301,13.9,4.8,4
89.45,301,13.9,4.9,4
89.467,301,13.9,4.9,4
89.483,301,13.9,5,4
89.5,301,13.9,5,4
89.517,301,13.91,5,4
89.533,303,13.91,4.8,4
89.55,303,13.91,4.8,4
89.567,305,13.91,4.8,4
89.583,305,13.92,4.8,4
89.6,305,13.92,4.8,4
89.617,305,13.93,5,4
89.633,305,13.93,5,4
89.65,305,13.93,5,4
89.667,305,13.93,4.9,4
89.683,305,13.93,4.9,4
89.7,306,13.94,4.8,4
89.717,306,13.94,4.8,4
89.733,306,13.94,4.8,4
89.75,306,13.94,4.8,4
89.767,306,13.94,4.8,4
89.783,307,13.95,4.9,4
89.8,307,13.95,4.9,4
89.817,307,13.95,4.9,4
89.833,307,13.95,5,4
89.85,307,13.96,5,4
89.867,308,13.96,5,4
89.883,308,13.97,5,4
89.9,308,13.98,5,4
89.917,311,13.98,5,4
89.933,311,13.99,5,4
89.95,311,13.99,5,4
89.967,311,13.99,5,4
89.983,311,13.99,5,4
90,311,13.99,4.9,4
90.017,311,13.99,4.9,4
90.033,313,13.98,4.8,4
90.05,313,13.98,4.8,4
90.067,313,13.98,4.8,4
90.083,313,13.98,4.8,4
90.1,313,13.99,4.8,4
90.117,313,13.99,4.8,4
90.133,313,14,4.8,4
90.15,313,14,4.8,4
90.167,313,14,4.8,4
90.183,313,14,4.8,4
90.2,313,14,4.8,4
90.217,313,14,4.8,4
90.233,313,14,4.8,4
90.25,314,14,4.8,4
90.267,314,14,4.8,4
90.283,313,14,4.8,4
90.3,313,14,4.8,4
90.317,313,14,4.8,4
90.333,314,14,4.8,4
90.35,314,14,4.8,4
90.367,314,14,4.8,4
90.383,315,14,4.8,4
90.4,315,14,4.8,4
90.417,314,14,4.8,4
90.433,314,14,4.8,4
90.45,314,14,4.8,4
90.467,313,14,4.8,4
90.483,313,14,4.8,4
90.5,315,14,4.8,4
90.517,315,14,4.8,4
90.533,315,14,4.8,4
90.55,314,14,4.8,4
90.567,314,14,4.8,4
90.583,315,14,4.8,4
90.6,315,14,4.8,4
90.617,315,14,4.8,4
90.633,315,14,4.8,4
90.65,315,14,4.8,4
90.667,313,13.99,4.8,4
90.683,313,13.99,4.8,4
90.7,313,13.99,4.8,4
90.717,314,13.98,4.9,4
90.733,314,13.98,4.9,4
90.75,315,13.98,5,4
90.767,315,13.98,5,4
90.783,315,13.97,5,4
90.8,314,13.97,5,4
90.817,314,13.97,5,4
90.833,313,13.97,4.9,4
90.85,313,13.97,4.9,4
90.867,313,13.97,4.9,4
90.883,313,13.97,4.9,4
90.9,313,13.97,4.9,4
90.917,312,13.98,4.8,4
90.933,312,13.98,4.8,4
90.95,312,13.98,4.8,4
90.967,311,13.98,4.8,4
90.983,311,13.98,4.8,4
91,309,13.99,4.8,4
91.017,309,13.99,4.8,4
91.033,309,13.99,4.8,4
91.05,310,14,4.8,4
91.067,310,14,4.8,4
91.083,312,14,4.8,4
91.1,312,14,4.8,4
91.117,312,14,4.8,4
91.133,313,14,4.8,4
91.15,313,14,4.8,4
91.167,312,14.01,4.8,4
91.183,312,14.01,4.8,4
91.2,312,14.01,4.8,4
91.217,312,14.01,4.8,4
91.233,312,14.01,4.8,4
91.25,312,14.01,4.8,4
91.267,312,14.01,4.8,4
91.283,312,14.01,4.8,4
91.3,312,14.01,4.8,4
91.317,312,14.01,4.8,4
91.333,312,14.02,4.8,4
91.35,312,14.02,4.8,4
91.367,312,14.02,4.8,4
91.383,313,14.03,4.8,4
91.4,313,14.03,4.8,4
91.417,313,14.03,4.8,4
91.433,313,14.03,4.9,4
91.45,313,14.03,4.9,4
91.467,313,14.03,5,4
91.483,313,14.03,5,4
91.5,313,14.03,5,4
91.517,314,14.03,5,4
91.533,314,14.03,5,4
91.55,313,14.04,4.9,4
91.567,313,14.04,4.9,4
91.583,313,14.04,4.9,4
91.6,313,14.04,4.8,4
91.617,313,14.04,4.8,4
91.633,314,14.04,4.8,4
91.65,314,14.04,4.8,4
91.667,314,14.05,4.8,4
91.683,314,14.05,4.8,4
91.7,314,14.05,4.8,4
91.717,313,14.05,4.8,4
91.733,313,14.05,4.8,4
91.75,313,14.04,4.8,4
91.767,313,14.04,4.9,4
91.783,313,14.04,4.9,4
91.8,315,14.04,5,4
91.817,315,14.04,5,4
91.833,315,14.04,5,4
91.85,316,14.04,4.9,4
91.867,316,14.04,4.9,4
91.883,315,14.04,4.8,4
91.9,315,14.04,4.8,4
91.917,315,14.04,4.8,4
91.933,315,14.04,4.8,4
91.95,315,14.04,4.8,4
91.967,315,14.04,4.8,4
91.983,315,14.04,4.8,4
92,315,14.04,4.8,4
92.017,312,14.04,4.8,4
92.033,312,14.04,4.8,4
92.05,312,14.04,4.9,4
92.067,312,14.04,4.9,4
92.083,312,14.04,4.9,4
92.1,313,14.04,5,4
92.117,313,14.04,5,4
92.133,313,14.04,5,4
92.15,313,14.04,5,4
92.167,313,14.04,5,4
92.183,313,14.04,4.9,4
92.2,313,14.04,4.9,4
92.217,313,14.04,4.9,4
92.233,311,14.04,4.9,4
92.25,311,14.04,4.9,4
92.267,310,14.04,4.8,4
92.283,310,14.04,4.8,4
92.3,310,14.04,4.8,4
92.317,311,14.04,4.8,4
92.333,311,14.04,4.8,4
92.35,311,14.04,4.8,4
92.367,311,14.04,4.8,4
92.383,311,14.03,4.8,4
92.4,310,14.03,4.8,4
92.417,310,14.03,4.8,4
92.433,310,14.03,4.9,4
92.45,310,14.02,4.9,4
92.467,310,14.02,4.9,4
92.483,310,14.01,4.9,4
92.5,310,14.01,4.9,4
92.517,308,14.01,4.9,4
92.533,308,14.01,4.9,4
92.55,308,14.01,4.9,4
92.567,309,14.01,4.9,4
92.583,309,14.01,4.9,4
92.6,307,14.01,4.9,4
92.617,307,14.01,4.9,4
92.633,307,14.01,4.9,4
92.65,307,14.01,4.9,4
92.667,307,14.01,4.9,4
92.683,307,14.01,4.9,4
92.7,306,14.01,4.9,4
92.717,306,14.01,4.9,4
92.733,305,14.02,5,4
92.75,305,14.02,5,4
92.767,305,14.02,5,4
92.783,306,14.03,5,4
92.8,306,14.03,5,4
92.817,306,14.03,5,4
92.833,306,14.04,5,4
92.85,306,14.04,5,4
92.867,307,14.04,4.9,4
92.883,307,14.04,4.9,4
92.9,307,14.04,4.8,4
92.917,307,14.05,4.8,4
92.933,307,14.05,4.8,4
92.95,307,14.06,4.8,4
92.967,307,14.06,4.8,4
92.983,308,14.06,4.8,4
93,308,14.06,4.8,4
93.017,308,14.06,4.8,4
93.033,309,14.06,5,4
93.05,309,14.06,5,4
93.067,310,14.06,5,4
93.083,310,14.06,5,4
93.1,310,14.07,5,4
93.117,310,14.07,4.8,4
93.133,310,14.07,4.8,4
93.15,310,14.07,4.8,4
93.167,310,14.07,4.8,4
93.183,310,14.08,4.8,4
93.2,309,14.07,5,4
93.217,309,14.07,5,4
93.233,310,14.07,5,4
93.25,310,14.07,5,4
93.267,310,14.07,5,4
93.283,310,14.07,4.8,4
93.3,310,14.07,4.8,4
93.317,310,14.07,4.8,4
93.333,310,14.06,4.8,4
93.35,310,14.06,4.8,4
93.367,311,14.05,4.8,4
93.383,311,14.05,4.8,4
93.4,311,14.04,4.8,4
93.417,308,14.03,4.8,4
93.433,308,14.03,4.8,4
93.45,307,14.02,4.8,4
